Mineral,(Mg+Fe)/Al,(Mg+Fe)/Si,(Ca+Na)/Al,K/(K+Na+Ca),K/(Al+Si),Al/Si,Fe/Si,Ca/Si,K/Si,K/Al,Ca/Na,P/Ca,Ti/Fe,Mg/Al,|Na|,|Mg|,|Al|,|Si|,|P|,|K|,|Ca|,|Ti|,|Fe|
En,561.1818182,0.825081151,3.40850059,0.43280943,0.003818441,0.001470256,0.042200003,0.005009634,0.003824055,2.60094451,2886,0.0003465,0.015795319,532.4793388,9.45418E-07,0.42639305,0.000800769,0.544645955,9.45418E-07,0.002082756,0.002728477,0.000363041,0.022984061
En,134.0152339,0.783028864,1.002538992,0.485288641,0.005490743,0.005842835,0.047471708,0.00585555,0.005522825,0.945230323,2763,0,0.016428571,125.8904606,1.1767E-06,0.408408691,0.003244159,0.555237193,0,0.003066478,0.003251219,0.000433025,0.026358058
En,86.29867459,0.801296442,0.598034735,0.584339263,0.007734419,0.009285154,0.044204205,0.005550722,0.007806234,0.840722121,2616,0.369648318,0.040032641,81.53793419,1.16089E-06,0.41421815,0.005080067,0.547117155,0.001122583,0.004270925,0.003036895,0.000968185,0.024184879
En,40.75887632,0.857553307,0.707764339,0.370957954,0.008600625,0.02103967,0.038602828,0.004553943,0.008781579,0.417381974,0.440540004,2.729607932,0.017171717,38.92411237,0.005396996,0.427570216,0.010984713,0.522095324,0.006489895,0.004584821,0.002377593,0.000346085,0.020154356
En,30.21176743,0.865838468,0.870304011,0.257055457,0.008389397,0.028658981,0.04287418,0.005207712,0.008629828,0.301121258,0.26389122,3.896310433,0.015453562,28.7157554,0.010125235,0.422244583,0.014704283,0.51307765,0.010410788,0.004427772,0.002671961,0.000339944,0.021997784
En,47.14367916,0.641383973,0.135658239,0.789445196,0.006826985,0.013604877,0.006070598,0.001843241,0.006919865,0.508631212,777,4.059202059,0.122704181,46.69747167,1.41883E-06,0.379976362,0.008136979,0.598092811,0.004474984,0.004138722,0.001102429,0.000445512,0.003630781
En,86.93389644,0.79527313,0.611457951,0.635826772,0.009677645,0.009148021,0.045760263,0.005590271,0.009766176,1.06757253,1664,0.799879808,0.041480068,81.93169299,1.83968E-06,0.410433208,0.005009456,0.54759995,0.002448618,0.005347958,0.003061232,0.001039421,0.025058318
En,26.03234436,0.7975339,0.464007782,0.45464939,0.011498906,0.030636269,0.037090846,0.007338698,0.01185119,0.386835279,1.067172264,1.513705584,0.041044526,24.82166018,0.003683587,0.407336311,0.016410518,0.53565656,0.005950409,0.006348167,0.003931022,0.000815471,0.019867955
En,30.6516837,0.770694738,1.392062538,0.290475826,0.013977995,0.025143635,0.022905957,0.003443453,0.014329453,0.569903788,0.109114864,3.574094402,0.084158416,29.74067949,0.016972134,0.402165782,0.013522414,0.537806653,0.006618909,0.007706475,0.001851912,0.001036746,0.012318976
En,806.8550296,0.857223235,4.24556213,0.451871658,0.003714542,0.001062425,0.036625385,0.004509021,0.003718489,3.5,2869,0.169397002,0.0205115,772.3816568,8.41333E-07,0.439285203,0.000568741,0.535323366,0.000408888,0.001990594,0.002413784,0.000402157,0.019606424
En,107.5814705,0.84846747,0.17990843,0.633972603,0.002438341,0.007886744,0.02283396,0.001416768,0.002457571,0.311607864,667,0.695652174,0.032372093,104.6862375,1.14078E-06,0.443422809,0.004235732,0.537069782,0.000529324,0.001319887,0.000760903,0.000396993,0.01226343
En,11.5,0.644830482,2.267034818,0.109914743,0.014864032,0.056072216,0.020709562,0.100577307,0.015697491,0.279951329,3.789598576,0.241181382,0.057019767,11.13066267,0.014199113,0.333905191,0.02999868,0.5350008,0.012977714,0.00839817,0.05380894,0.000631758,0.011079632
En,24.34648464,0.777851442,0.738430034,0.446253071,0.018423889,0.03194923,0.055777031,0.00707899,0.019012518,0.595085324,0.428684628,2.16327788,0.057632155,22.60068259,0.008826224,0.385943317,0.017076622,0.534492445,0.008185122,0.010162047,0.003783667,0.001718153,0.029812402
En,134.9187048,0.795703228,1.445401309,0.42116154,0.00616602,0.005897649,0.048085245,0.008522439,0.006202385,1.051670685,4195,0.143504172,0.033503739,126.7654151,1.11676E-06,0.410968389,0.00324196,0.549703723,0.000672291,0.003409474,0.004684816,0.000885592,0.026432638
En,45.86875429,0.833716947,1.4587219,0.311239861,0.011767345,0.018176141,0.032464404,0.012937587,0.01198123,0.659173456,0.952950453,0.689973797,0.023522946,44.08265436,0.007145151,0.42169444,0.009565995,0.526294043,0.004698014,0.00630565,0.006808975,0.000401909,0.017085823
En,32.90457686,0.835786357,1.247063903,0.336137544,0.015641311,0.025400307,0.043288002,0.007376618,0.016038605,0.631433506,0.303574652,1.607790663,0.088421586,31.20034542,0.012625652,0.411775433,0.013197784,0.51959153,0.006162385,0.008333523,0.003832828,0.001988785,0.022492079
En,579.6505495,0.852840744,3.52967033,0.323931804,0.002484622,0.001471302,0.036575586,0.005191593,0.002488278,1.691208791,3211,0.301775148,0.018256564,554.7912088,8.67284E-07,0.437856942,0.000789228,0.536415082,0.000840398,0.00133475,0.002784849,0.000358188,0.019619696
En,770.3733333,0.82092887,4.68,0.426353422,0.003702652,0.001065625,0.043679957,0.004985348,0.003706598,3.478333333,2807,0.000356252,0.025819306,729.3833333,9.69551E-07,0.424304711,0.000581731,0.545905827,9.69551E-07,0.002023453,0.00272153,0.000615665,0.023845143
En,42.00617165,0.818496806,0.392092575,0.616993218,0.012072175,0.019485156,0.039353626,0.007264186,0.012307403,0.631629701,19.33,1.318675634,0.032944996,39.98649952,0.00020109,0.416920543,0.010426533,0.535101319,0.005125792,0.006585708,0.003887076,0.000693762,0.021058177
En,476.7617618,0.826984182,3.009009009,0.435810811,0.004024759,0.001734586,0.040117723,0.005217648,0.00403174,2.324324324,3005,0.000332779,0.021597057,453.6336336,9.4425E-07,0.42791504,0.000943305,0.54382168,9.4425E-07,0.002192548,0.00283747,0.000471181,0.021816887
En,90.88857755,0.891185455,1.284489863,0.465573995,0.010865581,0.009805253,0.033262222,0.007146667,0.010972121,1.11900445,1.311776921,1.607191316,0.053058646,87.49629141,0.002811465,0.442728597,0.00505997,0.516046868,0.005927346,0.005662129,0.003688015,0.000910745,0.017164866
En,830.395122,0.684937735,0.57804878,0.748674443,0.001419153,0.000824834,0.006683163,0.000474782,0.001420323,1.72195122,236,6.038135593,0.094521373,822.2926829,1.18959E-06,0.401059213,0.000487733,0.591310741,0.001695169,0.000839852,0.000280744,0.000373532,0.003951826
En,65535,0.867996001,65535,0.67593397,0.003333809,0,0.038957292,0.001596915,0.003333809,65535,1118,0.380143113,0.015289286,65535,7.62149E-07,0.442359035,0,0.533580676,0.000323913,0.001778856,0.000852083,0.000317816,0.020786858
En,36003.3125,0.820342917,1637.5,0.075837743,0.003061692,2.27852E-05,0.030693098,0.036282594,0.003061762,134.375,35.28808864,0.06260303,0.032617269,34656.25,0.000551597,0.423629431,1.22238E-05,0.536477588,0.001218555,0.001642567,0.019464798,0.000537081,0.016466159
En,51.36148016,0.94437085,0.11119037,0.5010004,0.002015568,0.018386753,0.037116157,0.00204279,0.002052627,0.111636202,1246,1.783306581,0.026635452,49.3428444,8.31595E-07,0.460188207,0.009326341,0.507231553,0.001847805,0.001041157,0.001036168,0.000501452,0.018826486
En,65535,0.898849046,65535,0.391488461,0.002763785,0,0.03333134,0.004294405,0.002763785,65535,2873,0.719805082,0.020314812,65535,7.82722E-07,0.45322728,0,0.523648768,0.001618669,0.001447253,0.00224876,0.000354573,0.017453915
En,289.0431328,0.854419783,0.742338252,0.656782997,0.004186795,0.002956029,0.038961867,0.000976395,0.004199171,1.420544835,0.801652893,1.323024055,0.016319325,275.8626561,0.000652827,0.437079506,0.00158441,0.53599272,0.000692392,0.002250725,0.000523341,0.000340801,0.020883277
En,538.5176094,0.878236881,2.034151547,0.421196477,0.002410133,0.001630842,0.045271952,0.003315638,0.002414063,1.480256137,1905,0.460892388,0.01756949,510.7577375,9.21909E-07,0.44120711,0.000863829,0.529682697,0.000809436,0.001278687,0.001756236,0.000421312,0.02397977
En,521.7866795,0.859304063,3.016409266,0.365482234,0.002856617,0.001646849,0.035164049,0.004965982,0.002861321,1.737451737,3124,0.352112676,0.014963157,500.4343629,8.49587E-07,0.44046819,0.000880172,0.534457959,0.000934545,0.001529256,0.002654109,0.000281213,0.018793706
En,146.8697289,0.789519916,1.176957831,0.319991299,0.002961332,0.005375648,0.045875162,0.006324887,0.002977251,0.553840361,3125,0.0512,0.016412247,138.3358434,1.12114E-06,0.411928458,0.002977742,0.553931774,0.000179382,0.001649194,0.003503556,0.000417063,0.02541171
En,151.7664845,0.802896679,1.137704918,0.444503735,0.00479089,0.005290342,0.04521171,0.006016921,0.004816235,0.910382514,3122,0.002242152,0.017264163,143.2204007,1.05904E-06,0.416352484,0.002907075,0.549506062,7.41331E-06,0.00264655,0.003306335,0.000428913,0.024844109
En,346.3388306,0.720414146,3.842578711,0.45606961,0.006687891,0.002080085,0.073841452,0.007989771,0.006701803,3.221889055,2562,0,0.018540417,310.8395802,1.79377E-06,0.371901716,0.001196443,0.575189332,0,0.003854805,0.004595631,0.000787464,0.042472815
En,578.952381,0.839184271,1.832611833,0.519667171,0.002869716,0.001449488,0.054055637,0.002654256,0.002873876,1.982683983,1269,0,0.019733787,541.6594517,1.1323E-06,0.425030091,0.000784681,0.541350898,0,0.001555775,0.001436884,0.000577471,0.029263068
En,261.5575374,0.816941324,1.689298044,0.401792991,0.00353286,0.003123371,0.045892713,0.005274508,0.003543894,1.134637514,2935,0.005110733,0.022516349,246.8642117,9.82055E-07,0.421350659,0.001706811,0.546464455,1.47308E-05,0.001936612,0.002882331,0.000564682,0.025078736
En,78.4654947,0.891482619,0.276623565,0.471404775,0.002771326,0.01136146,0.039414347,0.003141197,0.002802813,0.246694755,1903,0.284287966,0.023578189,74.99636786,8.63941E-07,0.445966132,0.005946503,0.523392487,0.000467392,0.001466971,0.001644079,0.000486399,0.020629173
En,262.5065681,0.850331108,0.20771757,0.475103734,0.00060706,0.003239276,0.046363129,0.000670195,0.000609026,0.188013136,252,0.662698413,0.011931394,248.1937603,1.43304E-06,0.433207513,0.001745441,0.538836774,0.000239317,0.000328166,0.000361126,0.000298072,0.024982159
En,39.40643603,0.851132023,0.813734794,0.359152059,0.009641745,0.021598807,0.038237212,0.004110687,0.009849995,0.456043482,0.305286466,2.9406165,0.014132554,37.63609697,0.007039482,0.424979737,0.011291812,0.522797946,0.006319557,0.005149557,0.002149059,0.000282514,0.019990336
En,38.61388528,0.833051662,0.853165027,0.356662934,0.009988749,0.021573889,0.035134161,0.006305567,0.010204245,0.472990533,0.521098792,1.882502382,0.015217144,36.98533507,0.006383341,0.420922315,0.01138079,0.52752611,0.006261864,0.005383006,0.003326351,0.000282037,0.018534187
En,6165.702381,0.846521853,21.42857143,0.48630137,0.002784751,0.000137295,0.036855611,0.002940407,0.002785133,20.28571429,1799,0.443579767,0.024213934,5897.261905,8.81313E-07,0.436575889,7.40303E-05,0.539204756,0.000703288,0.001501757,0.001585482,0.000481197,0.019872721
En,285.945779,0.826682144,1.815374056,0.368885707,0.0030588,0.002891045,0.038341568,0.005246344,0.003067643,1.06108442,2644,0.219364599,0.023909331,272.6835964,1.07842E-06,0.428456038,0.001571257,0.543491038,0.000625483,0.001667236,0.002851341,0.00049823,0.020838299
Hbl,5.186379865,0.492306922,2.27715145,0.034569153,0.00706883,0.094923036,0.041523924,0.164942068,0.007739824,0.081537893,3.220766096,0,0.267288517,4.74893153,0.028104171,0.247380838,0.052091894,0.54878032,0,0.004247463,0.090516961,0.00609084,0.022787512
Hbl,4.974568366,0.494551282,2.220898453,0.032309129,0.006705192,0.099415918,0.043994859,0.166080958,0.007371795,0.074151051,3.0355656,0,0.276173218,4.532035022,0.029827314,0.245630965,0.054198823,0.545172486,0,0.0040189,0.090542769,0.006623956,0.023984787
Hbl,5.046708915,0.479128864,2.615537244,0.05216664,0.012481765,0.094938874,0.051941412,0.202329694,0.013666769,0.143953352,4.399765925,0.004550637,0.30064392,4.499605191,0.024822835,0.230589651,0.051246641,0.539785638,0.000496996,0.007377126,0.109214663,0.008429222,0.028037228
Hbl,5.43344161,0.531879293,2.1491217,0.02033467,0.003977404,0.097889944,0.038339122,0.157783438,0.004366752,0.044608786,3.000029349,0.011798083,0.200458974,5.041786244,0.028366911,0.266194232,0.052797604,0.539356768,0.001004035,0.002355237,0.085101565,0.004145184,0.020678465
Hbl,4.903031234,0.541203668,1.947152372,0.02264381,0.004484566,0.110381444,0.037096401,0.151098097,0.004979579,0.045112467,2.367143926,0.01129131,0.224802659,4.566956619,0.033925086,0.267922745,0.058665489,0.531479632,0.000906755,0.002646545,0.080305561,0.004432205,0.019715982
Hbl,5.213624066,0.501642905,2.213892821,0.031227704,0.006263731,0.096217698,0.041370869,0.167312566,0.006866413,0.071363302,3.660857757,0,0.195724644,4.783652554,0.025031276,0.252087828,0.052697771,0.547693121,0,0.003760687,0.091635941,0.004434835,0.02265854
Hbl,5.334465333,0.458391523,3.597614716,0.051119097,0.015336628,0.085930172,0.085106826,0.277154768,0.016654508,0.193814433,8.664096438,0,0.279451384,4.344046897,0.016890454,0.1970981,0.045372001,0.528010125,0,0.008793749,0.146340524,0.012557781,0.044937266
Hbl,5.115328084,0.489322777,2.262047244,0.036217514,0.007421439,0.095658141,0.041897094,0.171983798,0.00813136,0.085004374,3.873558019,0,0.219847389,4.677340332,0.024412646,0.246013135,0.0525968,0.549841335,0,0.004470958,0.094563801,0.00506457,0.023036754
Hbl,5.489691268,0.466978496,2.464073062,0.037319425,0.007488584,0.085064619,0.045089133,0.181780494,0.008125597,0.095522641,6.533005118,0,0.182570458,4.959633844,0.01564952,0.237282294,0.047842704,0.562427769,0,0.004570061,0.102238397,0.004629874,0.02535938
Hbl,4.541029796,0.510215187,2.00523001,0.031753795,0.00664246,0.112356714,0.042679495,0.166157666,0.007388785,0.06576185,2.809403862,0.004458059,0.222766277,4.161172701,0.031703603,0.25062084,0.060228416,0.536046433,0.000397071,0.003960732,0.089068224,0.005096489,0.022878191
Hbl,6.07063998,0.517895392,2.413618719,0.023627039,0.004591085,0.085311498,0.038760691,0.155422547,0.004982758,0.058406638,3.078473852,0.004965302,0.283597884,5.616296877,0.027650966,0.262415437,0.046723925,0.547686143,0.00042266,0.002728987,0.085122775,0.006020412,0.021228693
Hbl,5.369364665,0.481574702,2.277052509,0.036790693,0.007158605,0.089689327,0.043336398,0.171168624,0.007800656,0.08697418,5.177720642,0,0.189128607,4.88618122,0.018453196,0.244622498,0.050064148,0.558195154,0,0.004354288,0.095545496,0.004575053,0.024190167
Hbl,5.34652613,0.46957107,2.521321939,0.034019242,0.007168927,0.087827322,0.048699934,0.181478203,0.007798554,0.088794171,4.541184071,0,0.187322504,4.792029731,0.022253942,0.234369304,0.048908149,0.556867135,0,0.004342759,0.101059247,0.005080072,0.027119392
Hbl,5.457070127,0.48629839,2.452917979,0.02826087,0.005836991,0.089113458,0.043548027,0.176404745,0.006357146,0.071337659,4.181866267,0,0.203535289,4.968389426,0.023315708,0.244718844,0.049255166,0.552724208,0,0.003513748,0.097503173,0.004899104,0.024070049
Hbl,5.352501387,0.454833106,2.896644374,0.030952009,0.007246261,0.084975803,0.056942549,0.218555652,0.007862018,0.092520662,7.921831429,0,0.213728481,4.682398294,0.015276438,0.220317649,0.047052308,0.553714193,0,0.004353311,0.121017367,0.006738837,0.031529897
Hbl,4.797924111,0.497387592,2.136770461,0.032869707,0.006821378,0.103667249,0.042712247,0.170589688,0.007528532,0.072622086,3.349925526,0,0.230321302,4.385911179,0.027676768,0.247115026,0.056342916,0.543497748,0,0.00409174,0.092715111,0.005346681,0.02321401
Hbl,4.746469072,0.447366759,2.692963918,0.049141391,0.011987746,0.094252539,0.062996162,0.223959092,0.013117621,0.139175258,7.500406769,0,0.296649057,4.078092784,0.016341333,0.210355449,0.05158182,0.547272478,0,0.007178913,0.122566648,0.010227292,0.034476066
Hbl,4.87317581,0.48670779,2.182657185,0.036892554,0.007592109,0.099874868,0.042188932,0.171445189,0.00835037,0.083608322,3.683238045,0,0.223034506,4.45075791,0.025542726,0.24392815,0.05480598,0.548746462,0,0.004582236,0.094079941,0.005163478,0.023151027
Hbl,4.25544695,0.554810003,1.922131819,0.060907611,0.014378793,0.130376435,0.037536709,0.155331494,0.016253448,0.124665538,1.630448185,0.093282,0.345708867,3.967536723,0.048127741,0.261314205,0.065863084,0.505176292,0.007319819,0.008210857,0.078469788,0.006555558,0.018962656
Hbl,4.978997939,0.513854271,2.157418077,0.026311741,0.005453886,0.103204355,0.043469012,0.169145729,0.00601675,0.058299385,3.161058069,0.002267776,0.250356441,4.557804359,0.028814922,0.253304312,0.055575951,0.538503933,0.000206562,0.003240044,0.09108564,0.005860402,0.023408234
Hbl,6.011327529,0.506865965,2.46225653,0.022596575,0.004426576,0.084318474,0.04035571,0.160448044,0.004799818,0.056924872,3.401797176,0.000773585,0.303589513,5.532716991,0.025972662,0.256892633,0.046431551,0.550668779,6.83491E-05,0.00264311,0.088353728,0.006746557,0.02222263
Hbl,6.834371482,0.491683614,3.392095059,0.025519224,0.005961805,0.07194277,0.050830559,0.210132278,0.006390714,0.088830519,6.197781199,0,0.156139357,6.127829894,0.01860846,0.241962329,0.03948581,0.548850294,0,0.003507545,0.115331162,0.004356033,0.027898367
Hbl,6.665080453,0.485414709,3.898132839,0.03230586,0.008834391,0.072829535,0.076756344,0.252699131,0.009477796,0.13013671,8.099312812,0,0.17877095,5.611162641,0.016726184,0.219079469,0.039043507,0.536094421,0,0.005080994,0.135470594,0.007356183,0.041148648
Hbl,4.630214743,0.446156825,2.877608941,0.077883927,0.021361324,0.096357696,0.068131655,0.241389158,0.023419652,0.243049102,6.725691167,0.003208277,0.407786303,3.923144544,0.019174674,0.20196117,0.051479411,0.534253235,0.000413749,0.012512025,0.128962938,0.014843241,0.036399557
Hbl,5.278453039,0.519780569,2.14378453,0.024415965,0.004809663,0.09847214,0.041051216,0.156866301,0.005283281,0.053652548,2.892251108,0.003709056,0.285782654,4.861571516,0.029365535,0.259199589,0.053316009,0.541432414,0.000315019,0.00286054,0.0849325,0.006351936,0.022226459
Hbl,5.618524438,0.51929369,2.325633045,0.021893885,0.004404302,0.092425279,0.04064473,0.164339253,0.004811371,0.052056869,3.247295969,0.000813777,0.217431228,5.17876672,0.027497657,0.26007187,0.050218881,0.543345734,7.26647E-05,0.002614238,0.089293032,0.004801782,0.022084141
Hbl,4.392376721,0.465509708,2.230581964,0.037606091,0.008352277,0.10598128,0.051038626,0.194052619,0.009237462,0.087161262,4.582406831,0,0.248625512,3.910795202,0.023142912,0.226509471,0.057919032,0.546502473,0,0.005048296,0.106050236,0.006934846,0.027892735
Hbl,5.079146016,0.476189795,2.329965688,0.03728616,0.007735168,0.093753909,0.046362255,0.182271468,0.00846037,0.090240183,5.039031621,0,0.21794773,4.584635913,0.020018198,0.237874352,0.051885113,0.553418127,0,0.004682122,0.100872335,0.00559204,0.025657713
Hbl,5.341134762,0.547061926,1.946998338,0.019185736,0.003538437,0.102424288,0.040100949,0.150685551,0.003900859,0.038085291,3.091977122,0.014338566,0.175352245,4.949616793,0.026173138,0.272266993,0.055007691,0.537057102,0.001160373,0.002094984,0.080926745,0.003776474,0.0215365
Hbl,18.73480663,0.460761214,7.616902435,0.017379794,0.003233794,0.02459386,0.044870991,0.173385893,0.003313325,0.134721632,12.43521097,0.000818119,0.016904596,16.91032724,0.008314842,0.248011668,0.014666284,0.596339261,8.45909E-05,0.001975866,0.103396815,0.000452339,0.026758334
Hbl,5.630562707,0.488399729,2.593232806,0.029230809,0.006232524,0.086740838,0.051305978,0.17962675,0.006773139,0.078084774,3.964181994,0,0.180203637,5.039076866,0.024950431,0.240677348,0.04776219,0.550630952,0,0.0037295,0.098908048,0.005090872,0.028250659
Hbl,5.041272803,0.45475812,2.535883085,0.048873788,0.010781976,0.090207005,0.049331488,0.190156516,0.011754586,0.130306799,4.926602393,0,0.32985861,4.494402985,0.021422493,0.225018682,0.050066423,0.555017021,0,0.006523995,0.105540103,0.009031468,0.027379816
Hbl,4.722284119,0.51983761,1.950399819,0.03075985,0.006138144,0.110081816,0.042930775,0.167217798,0.006813842,0.061897979,3.521430673,0.004883483,0.244602756,4.332294414,0.025492226,0.256022389,0.059096258,0.536839421,0.000438386,0.003657939,0.089769106,0.005637343,0.023046932
Hbl,5.003787879,0.516195381,2.093654569,0.026972625,0.005427246,0.103160924,0.042268838,0.164437713,0.005987126,0.058036763,3.190138983,0.001215805,0.252723233,4.594050975,0.027829271,0.255870984,0.055696157,0.539895872,0.000107938,0.003232425,0.088779242,0.005767339,0.022820771
Hbl,4.557323395,0.462860272,2.347553823,0.044595354,0.010102948,0.101564061,0.052284605,0.201137499,0.011129045,0.109576601,5.393930025,0,0.266032119,4.04252904,0.020400354,0.22461729,0.055563556,0.547078914,0,0.006088466,0.110038084,0.007609531,0.028603805
Hbl,5.201199306,0.568275862,2.206263359,0.069692039,0.016279336,0.109258621,0.040517241,0.15968652,0.018057994,0.165277519,1.962552011,0.093217511,0.389439072,4.83036137,0.041359398,0.26826404,0.055537054,0.50830821,0.007566462,0.009179026,0.081169969,0.008020594,0.020595246
Hbl,4.674278245,0.477655563,2.311498097,0.035064352,0.007787635,0.102188089,0.052569139,0.192608815,0.008583438,0.083996463,4.417759157,8.15819E-05,0.242004185,4.159843155,0.023728864,0.231355625,0.05561643,0.544255502,8.5521E-06,0.004671583,0.104828408,0.006923992,0.028611043
Hbl,4.627115323,0.475310156,2.251914924,0.033109746,0.007183417,0.102722781,0.049399817,0.184647758,0.007921317,0.077113542,3.9560138,0,0.236655925,4.146211123,0.025519969,0.232869216,0.056164341,0.546756429,0,0.004331031,0.100957349,0.006391998,0.027009668
Kln,0.021012971,0.023705392,0.014625387,0.440368098,0.006100733,1.128131387,0.003188815,0.00332447,0.012983161,0.011508554,0.252333882,1.556583243,0.532047646,0.018186337,0.006020905,0.009376046,0.515554417,0.456998558,0.002364883,0.005933286,0.001519278,0.000775344,0.001457284
Kln,0.038366133,0.040256375,0.044506414,0.231883394,0.006879436,1.049268497,0.003823325,0.001666434,0.014097812,0.013435848,0.03700495,13.87959866,0.236880466,0.034722333,0.020710833,0.016755781,0.482564965,0.459906084,0.010637371,0.00648367,0.000766403,0.000416524,0.00175837
Kln,0.031317382,0.032787129,0.053503877,0.089702333,0.002696624,1.046930693,0.003361386,0.000262376,0.005519802,0.005272366,0.004706091,178.7169811,0.04712813,0.028106677,0.025477505,0.013446838,0.47842149,0.456975321,0.021428071,0.002522413,0.000119899,7.23921E-05,0.001536071
Kln,0.023543818,0.024886576,0.025101623,0.222491593,0.003691114,1.057032293,0.004651721,6.13824E-05,0.007592741,0.007183074,0.002318782,241.6956522,0.006310958,0.019143081,0.012422788,0.009495875,0.496047352,0.469283063,0.006962222,0.003563145,2.88057E-05,1.37767E-05,0.002182974
Kln,0.028977113,0.032193051,0.025588271,0.334466705,0.006767785,1.110982013,0.00333594,0.002625405,0.014286672,0.012859499,0.101749221,4.327659574,0.508372405,0.025974418,0.011734115,0.013123146,0.505233509,0.454762996,0.005166953,0.00649705,0.001193937,0.000771233,0.001517062
Kln,0.012200592,0.013715873,0.001421037,0.821444298,0.003459851,1.124197297,0.005383524,0.001018398,0.007349407,0.006537471,1.758503401,0.274661509,0.094767655,0.00741182,0.000269656,0.003879752,0.523454611,0.465625218,0.000130242,0.003422069,0.000474192,0.000237555,0.002506705
Kln,0.026428658,0.029438977,0.033810559,0.505609045,0.01822045,1.113903608,0.003292119,0.005472285,0.038516276,0.034577746,0.170002613,3.691669228,0.449667859,0.023473179,0.014362564,0.01166644,0.497011521,0.446188985,0.009013851,0.017185538,0.002441673,0.00066052,0.001468907
Kln,0.021183152,0.023338269,0.009052532,0.552582335,0.005860755,1.101737335,0.004137902,0.003672805,0.012317768,0.011180312,0.582919563,1.198182851,0.185987903,0.017427354,0.002927107,0.008919877,0.511831966,0.464568051,0.002044421,0.005722441,0.001706268,0.000357531,0.001922337
Kln,0.047989747,0.049227389,0.049583904,0.224333974,0.007261477,1.02578972,0.005975579,0.004412347,0.014710226,0.014340391,0.094990695,5.097142857,0.317661242,0.042164402,0.021455322,0.019977939,0.473810566,0.461898337,0.010388262,0.006794629,0.002038056,0.00087678,0.00276011
Kln,0.039337698,0.039510787,0.04995525,0.252431975,0.008452732,1.004400076,0.00374243,0.001547123,0.016942657,0.016868435,0.031815528,24.29969419,0.436156764,0.035611663,0.022614956,0.016634469,0.467107319,0.465061015,0.017483795,0.007879369,0.000719507,0.000759113,0.001740458
Kln,0.029435998,0.031915617,0.024360209,0.393128068,0.008209094,1.084237613,0.003573423,0.003168014,0.017109703,0.0157804,0.136292428,3.354022989,0.985733696,0.026140206,0.010692792,0.013037948,0.49876991,0.460019007,0.004887974,0.007870789,0.001457347,0.001620391,0.001643842
Kln,0.019380886,0.022140269,0.011864462,0.533943555,0.007248002,1.142376516,0.001696983,0.004414374,0.01552795,0.013592673,0.483009709,1.326633166,1.469498911,0.017895401,0.004150555,0.00928418,0.518802585,0.454143251,0.002659579,0.007051914,0.002004758,0.001132504,0.000770673
Kln,0.016546132,0.018285373,0.002790308,0.695484133,0.003345499,1.105114631,0.005652255,0.002041321,0.00704266,0.006372787,1.958498024,0.073662967,0.194241983,0.0114315,0.000488243,0.005917776,0.517672759,0.468433541,7.04382E-05,0.003299018,0.000956223,0.000514296,0.002647706
Kln,0.022346885,0.025241866,0.041820662,0.372979748,0.013195071,1.129547412,0.002877543,0.003864886,0.02809953,0.024876804,0.08910702,7.888555508,0.289579735,0.019799366,0.019179533,0.009889378,0.499479526,0.442194387,0.013481786,0.012425454,0.001709031,0.000368471,0.001272433
Kln,0.028875007,0.032156611,0.028187108,0.341312943,0.007695548,1.113648598,0.003008406,0.004068491,0.016265684,0.01460576,0.14890876,2.612722646,0.467309016,0.026173611,0.012388156,0.013216161,0.504942213,0.453412516,0.004819702,0.007375065,0.001844705,0.000637432,0.001364049
Kln,0.018490083,0.021263681,0.00912508,0.562960835,0.006287163,1.150004599,0.00325807,0.003179895,0.013517428,0.011754239,0.434768941,1.206796819,0.321806634,0.01565699,0.00332429,0.008183752,0.522690031,0.454511253,0.001744181,0.006143823,0.001445298,0.000476541,0.00148083
Kln,0.016975371,0.019274547,0.004778914,0.729275457,0.006844951,1.135441879,0.005262641,0.004065546,0.014616995,0.012873398,2.987980769,0.334674175,0.235550031,0.012340487,0.0006249,0.006435273,0.521476448,0.459271811,0.0006249,0.006713174,0.001867191,0.00056932,0.002416983
Kln,0.011060018,0.012526039,0.007963133,0.4024006,0.002847678,1.132551399,0.003056788,0.000733629,0.006072819,0.00536207,0.088548784,6.410493827,0.171851852,0.00836099,0.003826101,0.004372986,0.523022484,0.461809048,0.002171854,0.002804483,0.000338797,0.000242595,0.001411653
Kln,0.021607465,0.023765123,0.011168448,0.508452869,0.006050968,1.099857042,0.003407515,0.002628715,0.012706169,0.011552564,0.272265193,2.016233766,0.251095805,0.018509322,0.004480753,0.009447704,0.510429509,0.464087139,0.00245971,0.005896769,0.001219953,0.000397079,0.001581384
Kln,0.022349931,0.023264041,0.006907744,0.668499175,0.007104602,1.040899877,0.005791168,0.002376883,0.014499781,0.013930044,0.493806771,2.444816054,0.277968428,0.016786314,0.002299453,0.008347147,0.497259075,0.477720371,0.002776053,0.006926841,0.001135485,0.000769016,0.002766559
Kln,0.02500266,0.026312106,0.022794978,0.366873522,0.006772957,1.052372288,0.00249965,0.002060182,0.01390063,0.013208852,0.093949451,9.55298913,0.479283315,0.022627407,0.010259231,0.011140577,0.492348793,0.467846596,0.00920764,0.006503362,0.000963849,0.000560499,0.001169453
