MINERAL,GROUP,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,Cr,Mn,Fe
Chlorite,Clay,5.797101449,0,33.33333333,23.1884058,23.1884058,0,0,0,0,0,0,0,0,14.49275362
Chlorite,Clay,5.263157895,0,33.33333333,22.80701754,24.56140351,0,0,0,0,0,0,0,0,14.03508772
Chlorite,Clay,6.666666667,0,34.44444444,23.33333333,22.22222222,0,0,0,0,0,0,0,0,13.33333333
Chlorite,Clay,10.63829787,3.191489362,30.85106383,21.27659574,21.27659574,0.531914894,1.063829787,0.531914894,0.531914894,0,0,0,0,10.10638298
Chlorite,Clay,2.906976744,0.581395349,33.72093023,23.8372093,23.8372093,0,0,0,0,0,0,0,0,15.11627907
Chlorite,Clay,0,0,33.33333333,20.83333333,25,0,0,0,0,0,0,0,0,20.83333333
Chlorite,Clay,1.315789474,0,19.07894737,11.84210526,36.18421053,0,0,0,0.657894737,13.81578947,0,0,0,17.10526316
Chlorite,Clay,1.123595506,0,30.33707865,22.47191011,24.71910112,0,0,0,1.123595506,1.123595506,0,0,0,19.1011236
Chlorite,Clay,12.34567901,1.234567901,32.71604938,21.60493827,21.60493827,0,0,0,0,0,0,0,0,10.49382716
Chlorite,Clay,22.22222222,3.703703704,25.92592593,18.51851852,18.51851852,0,0,0,0,0,0,0,0,11.11111111
Chlorite,Clay,16.66666667,2.380952381,30.95238095,19.04761905,19.04761905,0,0,0,0,0,0,0,0,11.9047619
Chlorite,Clay,18.60465116,2.325581395,30.23255814,18.60465116,18.60465116,0,0,0,0,0,0,0,0,11.62790698
Chlorite,Clay,0,0,29.62962963,22.22222222,25.92592593,0,0,0,0,1.851851852,0,0,0,20.37037037
Chlorite,Clay,11.11111111,3.703703704,25.92592593,22.22222222,25.92592593,0,0,0,0,0,0,0,0,11.11111111
Chlorite,Clay,16.82242991,3.738317757,28.97196262,18.69158879,19.62616822,0.934579439,0.934579439,0,0.934579439,0,0,0,0,9.345794393
Enstatite,Pyroxene,0,0.599400599,27.77222777,0.2997003,47.15284715,0,2.197802198,0.699300699,0.2997003,0.1998002,0,0.0999001,0.1998002,20.47952048
Enstatite,Pyroxene,0,0,40.6,0,52.9,0.2,0.2,0.1,0.1,0.3,0.1,0.1,0.1,5.3
Enstatite,Pyroxene,0,0,40,0.1,53.6,0.1,0,0.1,0.2,0.4,0.1,0.1,0.1,5.2
Enstatite,Pyroxene,0,0.600600601,38.13813814,0.900900901,48.34834835,0.700700701,1.001001001,1.801801802,0.1001001,0,0,0.1001001,0.1001001,8.208208208
Enstatite,Pyroxene,0,0,40.4,0.2,53.4,0.1,0.2,0.1,0.2,0.4,0.1,0.2,0,4.7
Enstatite,Pyroxene,0,0,39.36063936,0.0999001,53.64635365,0,0,0.0999001,0.2997003,0.3996004,0.0999001,0.1998002,0.0999001,5.694305694
Enstatite,Pyroxene,0,0,37.7245509,0.399201597,53.49301397,0,0.598802395,0.099800399,0.399201597,0.499001996,0.099800399,0.199600798,0.099800399,6.387225549
Enstatite,Pyroxene,0,0,38,0.6,52.9,0.2,0.8,0.3,0.5,0.4,0.1,0.2,0.1,5.9
Enstatite,Pyroxene,0,0.700700701,38.53853854,1.201201201,50.65065065,0.900900901,1.401401401,0.500500501,0.600600601,0.3003003,0.1001001,0.1001001,0.1001001,4.904904905
Enstatite,Pyroxene,0,1.4,38,1.6,49.2,1.4,1.4,0.6,0.6,0.4,0,0,0.1,5.3
Enstatite,Pyroxene,0,0,34.26573427,0.899100899,60.73926074,0.699300699,0.999000999,0.3996004,0.599400599,0.1998002,0.0999001,0.0999001,0,0.999000999
Enstatite,Pyroxene,0,0,37.56243756,0.599400599,52.44755245,0.2997003,1.098901099,0.2997003,0.699300699,0.3996004,0.1998002,0.1998002,0.0999001,6.093906094
Enstatite,Pyroxene,0,0.500500501,36.63663664,1.801801802,51.25125125,0.800800801,2.102102102,0.500500501,0.800800801,0.600600601,0.1001001,0.1001001,0,4.804804805
Enstatite,Pyroxene,0,2.197802198,35.56443556,1.498501499,51.24875125,0.899100899,3.096903097,0.899100899,0.999000999,0.2997003,0.1998002,0.0999001,0,2.997002997
Enstatite,Pyroxene,0,0,40.31936128,0.099800399,53.39321357,0.099800399,0.099800399,0.099800399,0.299401198,0.399201597,0.099800399,0.099800399,0.099800399,4.890219561
Enstatite,Pyroxene,0,0,40.4,0.5,55.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0,3.2
Enstatite,Pyroxene,0,1.9,29.8,3,48.4,1.7,2.6,0.9,1,7.6,0.1,0.4,0,2.6
Enstatite,Pyroxene,0,1.198801199,34.36563437,1.798201798,48.05194805,0.999000999,2.697302697,1.898101898,1.198801199,0.4995005,0.1998002,0.1998002,0.0999001,6.793206793
Enstatite,Pyroxene,0,0,37.76223776,0.3996004,52.54745255,0.0999001,0.999000999,0.2997003,0.3996004,0.699300699,0.0999001,0.1998002,0.0999001,6.393606394
Enstatite,Pyroxene,0,0.999000999,37.66233766,1.098901099,50.54945055,0.699300699,2.297702298,0.4995005,0.799200799,0.999000999,0.0999001,0.0999001,0,4.195804196
Enstatite,Pyroxene,0,1.701701702,36.83683684,1.401401401,48.64864865,0.800800801,2.602602603,0.600600601,1.001001001,0.500500501,0.3003003,0.2002002,0.1001001,5.305305305
Enstatite,Pyroxene,0,0,40.15984016,0.0999001,53.44655345,0.0999001,0.2997003,0.0999001,0.1998002,0.3996004,0.0999001,0.0999001,0.0999001,4.895104895
Enstatite,Pyroxene,0,0,39.22155689,0.099800399,53.49301397,0,0.099800399,0.099800399,0.299401198,0.399201597,0.099800399,0.199600798,0.099800399,5.888223553
Enstatite,Pyroxene,0,0,37.36263736,1.098901099,50.74925075,0.699300699,2.197802198,0.599400599,0.799200799,0.599400599,0.0999001,0.599400599,0.0999001,5.094905095
Enstatite,Pyroxene,0,0,39.53953954,0.1001001,53.85385385,0,0,0.1001001,0.3003003,0.4004004,0.1001001,0.1001001,0.1001001,5.405405405
Enstatite,Pyroxene,0,0.4,40,0.6,50.9,0.8,0.9,0.6,0.7,0.5,0.1,0.1,0.1,4.3
Enstatite,Pyroxene,0,0,36.56343656,0.0999001,61.43856144,0.2997003,0.0999001,0.0999001,0.0999001,0,0.0999001,0.0999001,0,1.098901099
Enstatite,Pyroxene,0,0,40.64064064,0,53.15315315,0,0.500500501,0,0.2002002,0.1001001,0,0.1001001,0.1001001,5.205205205
Enstatite,Pyroxene,0,0.1,38.8,0,52.7,0.2,0.7,0,0.2,2.9,0.1,0.1,0.1,4.1
Enstatite,Pyroxene,0,0,41.7,1.1,50.9,0.3,0.4,0,0.1,0.2,0.1,0.4,0.1,4.7
Enstatite,Pyroxene,0,0,41.44144144,0,52.95295295,0.2002002,0.2002002,0.1001001,0.2002002,0.3003003,0.1001001,0.1001001,0,4.404404404
Enstatite,Pyroxene,0,0.0999001,39.66033966,0.1998002,52.54745255,0.0999001,1.598401598,0,0.2997003,0.0999001,0.0999001,0,0.0999001,5.194805195
Enstatite,Pyroxene,0,0,40.3,0.1,51,0.1,0.4,0,0.2,0.2,0.1,1.8,0.1,5.7
Enstatite,Pyroxene,0,0,40.5,0.1,53.6,0.1,0.1,0.1,0.2,0.4,0,0.1,0.1,4.7
Enstatite,Pyroxene,0,0,38,0.3,53.6,0,0.8,0,0.2,0.5,0.1,0.2,0.1,6.2
Enstatite,Pyroxene,0,0,38.6,0.3,53.6,0,0.1,0.1,0.3,0.5,0.1,0.2,0.1,6.1
Enstatite,Pyroxene,0,0,35.2,0.1,53,0,0.2,0.1,0.5,0.6,0.1,0.2,0.2,9.8
Enstatite,Pyroxene,0,0,39.23923924,0.1001001,51.65165165,0,0.2002002,0,0.2002002,0.2002002,0.1001001,1.301301301,0.1001001,6.906906907
Enstatite,Pyroxene,0,0,38.97795591,0.200400802,53.40681363,0,0.400801603,0,0.200400802,0.400801603,0.100200401,0.100200401,0.100200401,6.112224449
Enstatite,Pyroxene,0,0,40.8,0.7,52.3,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.1,5.1
Enstatite,Pyroxene,0,0,39.93993994,0.2002002,53.05305305,0,0.4004004,0,0,0.1001001,0,0.1001001,0.1001001,6.106106106
Enstatite,Pyroxene,0,0.901803607,38.37675351,1.20240481,50.70140281,0.901803607,1.503006012,0.501002004,0.701402806,0.300601202,0,0,0,4.909819639
Enstatite,Pyroxene,0,0.899100899,37.76223776,1.298701299,50.84915085,0.899100899,1.998001998,0.4995005,0.699300699,0.4995005,0,0.0999001,0,4.495504496
Enstatite,Pyroxene,0,0,40.2,0,53.8,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,5
Enstatite,Pyroxene,0,0,39.46053946,0.1998002,53.74625375,0.0999001,0.1998002,0.0999001,0.1998002,0.3996004,0.0999001,0.1998002,0.0999001,5.194805195
Hornblende,Amphibole,0,3.996003996,23.17682318,4.995004995,47.95204795,0,0.999000999,0.0999001,0.4995005,12.08791209,0.899100899,0.0999001,0,5.194805195
Hornblende,Amphibole,0,4.3,23.1,5.2,47.5,0,0.9,0.1,0.5,12,0.9,0.1,0,5.4
Hornblende,Amphibole,0,3.618090452,21.70854271,4.824120603,45.6281407,0.100502513,1.005025126,0.40201005,0.804020101,14.07035176,1.105527638,0.40201005,0.100502513,6.231155779
Hornblende,Amphibole,0,3.996003996,24.87512488,5.194805195,48.05194805,0.0999001,0.2997003,0.1998002,0.2997003,11.58841159,0.599400599,0,0,4.795204795
Hornblende,Amphibole,0,4.7,24.9,5.7,47.3,0.1,0.8,0.2,0.3,10.9,0.6,0,0,4.5
Hornblende,Amphibole,0,3.603603604,23.62362362,5.105105105,48.14814815,0,0.800800801,0.1001001,0.4004004,12.31231231,0.600600601,0.1001001,0,5.205205205
Hornblende,Amphibole,0,2.702702703,19.11911912,4.104104104,43.04304304,0,0.2002002,0.3003003,0.900900901,17.81781782,1.601601602,0.4004004,0.3003003,9.50950951
Hornblende,Amphibole,0,3.496503497,23.07692308,4.995004995,48.05194805,0,0.899100899,0.1998002,0.4995005,12.68731269,0.699300699,0.0999001,0,5.294705295
Hornblende,Amphibole,0,2.297702298,22.47752248,4.595404595,48.95104895,0,0.699300699,0.1998002,0.4995005,13.68631369,0.699300699,0.0999001,0,5.794205794
Hornblende,Amphibole,0,4.5,23.4,5.8,46.9,0,1,0.2,0.4,11.8,0.7,0.1,0,5.2
Hornblende,Amphibole,0,3.896103896,24.67532468,4.595404595,48.55144855,0.0999001,0.3996004,0.0999001,0.2997003,11.48851149,0.899100899,0.0999001,0,4.895104895
Hornblende,Amphibole,0,2.694610778,23.05389222,4.790419162,48.80239521,0,0.698602794,0.199600798,0.499001996,12.8742515,0.698602794,0.099800399,0,5.588822355
Hornblende,Amphibole,0,3.3,22.2,4.7,48.2,0,0.7,0.1,0.5,13.4,0.7,0.1,0,6.1
Hornblende,Amphibole,0,3.4,23.1,4.7,48.3,0,0.5,0.2,0.4,13.1,0.7,0.1,0,5.5
Hornblende,Amphibole,0,2.302302302,21.22122122,4.404404404,47.34734735,0,0.1001001,0.1001001,0.500500501,15.81581582,0.900900901,0.1001001,0.1001001,7.107107107
Hornblende,Amphibole,0,3.992015968,23.15369261,5.389221557,47.50499002,0,0.798403194,0.099800399,0.499001996,12.3752495,0.798403194,0.099800399,0,5.289421158
Hornblende,Amphibole,0,2.5,20.2,4.8,46.1,0,0.2,0.3,0.8,15.7,1.4,0.3,0.1,7.6
Hornblende,Amphibole,0,3.7,22.9,5.3,48,0,0.7,0.2,0.5,12.6,0.7,0.1,0,5.3
Hornblende,Amphibole,0,6.493506494,23.87612388,6.193806194,43.75624376,0.899100899,1.698301698,0.699300699,0.899100899,10.28971029,0.899100899,0.0999001,0,4.195804196
Hornblende,Amphibole,0,4.108216433,23.84769539,5.410821643,47.49498998,0,0.200400802,0.200400802,0.400801603,12.2244489,0.801603206,0,0,5.310621242
Hornblende,Amphibole,0,3.7,24.3,4.5,48.7,0,0.2,0.2,0.3,11.9,1,0.1,0,5.1
Hornblende,Amphibole,0,2.8,23,3.8,47.3,0,0.4,0.1,0.4,15.2,0.6,0.1,0,6.3
Hornblende,Amphibole,0,2.602602603,21.12112112,3.603603604,44.64464464,0,0.3003003,0.1001001,0.500500501,17.01701702,1.001001001,0.1001001,0.1001001,8.908908909
Hornblende,Amphibole,0,2.9,19.3,4.7,43.8,0,0.6,0.6,1.3,16,2,0.7,0.3,7.8
Hornblende,Amphibole,0,4.2,24.3,5.2,47.9,0,0.4,0.2,0.3,11.4,0.9,0.1,0,5.1
Hornblende,Amphibole,0,3.9,24.5,4.9,48.1,0,0.3,0.2,0.3,12,0.7,0,0,5.1
Hornblende,Amphibole,0,3.393213573,21.45708583,5.489021956,47.00598802,0,0.598802395,0.199600798,0.598802395,13.87225549,0.998003992,0.099800399,0,6.28742515
Hornblende,Amphibole,0,2.9,22.5,5,48.2,0,0.5,0.2,0.5,13.4,0.8,0.1,0,5.9
Hornblende,Amphibole,0,3.7,25.4,5.4,48,0.1,0.5,0.2,0.2,11,0.5,0,0,5
Hornblende,Amphibole,0,1.30260521,23.84769539,1.402805611,52.10420842,0,0.601202405,0,0.200400802,14.12825651,0.100200401,0.100200401,0,6.21242485
Hornblende,Amphibole,0,3.603603604,22.72272272,4.504504505,47.34734735,0,1.101101101,0.2002002,0.4004004,13.01301301,0.700700701,0.1001001,0,6.306306306
Hornblende,Amphibole,0,3.2,21.4,4.7,47.7,0,0.5,0.3,0.7,13.9,1.3,0.1,0,6.2
Hornblende,Amphibole,0,3.7,24,5.7,47.4,0.1,0.3,0.2,0.4,12,0.8,0.1,0,5.3
Hornblende,Amphibole,0,4,24.1,5.4,47.8,0,0.2,0.2,0.4,11.9,0.8,0,0,5.2
Hornblende,Amphibole,0,3,21.4,5.2,47,0,0.4,0.3,0.7,14.4,1.1,0.1,0,6.4
Hornblende,Amphibole,0.600600601,5.605605606,24.52452452,5.205205205,43.64364364,0.900900901,1.101101101,0.900900901,1.001001001,10.51051051,1.101101101,0.3003003,0.1001001,4.504504505
Hornblende,Amphibole,0,3.5,21.9,5.3,46.9,0,0.5,0.2,0.5,13.7,1,0.1,0,6.4
Hornblende,Amphibole,0,3.7,22,5.3,47.2,0,0.7,0.2,0.5,13.3,0.9,0.1,0,6.1
Kaolinite,Clay,3.614457831,1.204819277,1.204819277,49.39759036,43.37349398,0,0,0,1.204819277,0,0,0,0,0
Kaolinite,Clay,9.756097561,4.87804878,2.43902439,43.90243902,39.02439024,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,7.407407407,3.703703704,0,44.44444444,40.74074074,3.703703704,0,0,0,0,0,0,0,0
Kaolinite,Clay,4.166666667,2.083333333,2.083333333,47.91666667,43.75,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,4.918032787,1.639344262,1.639344262,49.18032787,42.62295082,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,0,0,0.917431193,52.29357798,45.87155963,0,0,0,0,0,0,0,0,0.917431193
Kaolinite,Clay,7.079646018,2.654867257,0.884955752,46.01769912,39.82300885,0.884955752,0.884955752,0,1.769911504,0,0,0,0,0
Kaolinite,Clay,1.052631579,1.052631579,1.052631579,50.52631579,45.26315789,0,0,0,1.052631579,0,0,0,0,0
Kaolinite,Clay,5.882352941,2.941176471,2.941176471,47.05882353,41.17647059,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,3.03030303,3.03030303,3.03030303,45.45454545,42.42424242,3.03030303,0,0,0,0,0,0,0,0
Kaolinite,Clay,3.50877193,1.754385965,1.754385965,49.12280702,42.10526316,0,0,0,1.754385965,0,0,0,0,0
Kaolinite,Clay,3.50877193,0.877192982,0.877192982,50,42.98245614,0,0.877192982,0,0.877192982,0,0,0,0,0
Kaolinite,Clay,1.19047619,0,1.19047619,51.19047619,45.23809524,0,0,0,0,0,0,0,0,1.19047619
Kaolinite,Clay,8.130081301,3.25203252,0.81300813,44.71544715,38.21138211,1.62601626,1.62601626,0,1.62601626,0,0,0,0,0
Kaolinite,Clay,5.813953488,2.325581395,1.162790698,47.6744186,40.69767442,0,1.162790698,0,1.162790698,0,0,0,0,0
Kaolinite,Clay,1.086956522,1.086956522,1.086956522,51.08695652,43.47826087,0,1.086956522,0,1.086956522,0,0,0,0,0
Kaolinite,Clay,0,0,1.388888889,52.77777778,44.44444444,0,0,0,1.388888889,0,0,0,0,0
Kaolinite,Clay,3.076923077,0,0,52.30769231,44.61538462,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,2.272727273,1.136363636,1.136363636,50,44.31818182,0,0,0,1.136363636,0,0,0,0,0
Kaolinite,Clay,0,0,0,52.38095238,47.61904762,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,2.222222222,2.222222222,2.222222222,48.88888889,44.44444444,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,3.174603175,1.587301587,1.587301587,49.20634921,42.85714286,0,0,0,1.587301587,0,0,0,0,0
Kaolinite,Clay,10.16949153,3.389830508,1.694915254,42.37288136,37.28813559,1.694915254,1.694915254,0,1.694915254,0,0,0,0,0
Kaolinite,Clay,0,0,0,52.17391304,47.82608696,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,0.961538462,0,0.961538462,51.92307692,45.19230769,0,0,0,0.961538462,0,0,0,0,0
Kaolinite,Clay,1.515151515,0,1.515151515,51.51515152,45.45454545,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,2.898550725,1.449275362,1.449275362,47.82608696,42.02898551,0.724637681,0.724637681,0,1.449275362,0.724637681,0,0,0,0.724637681
Kaolinite,Clay,2.459016393,1.639344262,0.819672131,49.18032787,42.62295082,0.819672131,0.819672131,0,0.819672131,0,0,0,0,0.819672131
Kaolinite,Clay,0.793650794,0,0.793650794,51.58730159,45.23809524,0,0.793650794,0,0.793650794,0,0,0,0,0
Kaolinite,Clay,0,0,0,53.24675325,46.75324675,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,0,0,0,53.33333333,46.66666667,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,0,0,0,52.94117647,47.05882353,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,0,5.263157895,0,47.36842105,42.10526316,5.263157895,0,0,0,0,0,0,0,0
Kaolinite,Clay,0,2.777777778,2.777777778,50,44.44444444,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,0,0,0,52.38095238,47.61904762,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,0,0,0.833333333,50.83333333,46.66666667,0,0,0,0.833333333,0,0,0,0,0.833333333
Kaolinite,Clay,0,1.886792453,1.886792453,50.94339623,45.28301887,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,0,0,0,52.63157895,47.36842105,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,0,0,0,54.16666667,45.83333333,0,0,0,0,0,0,0,0,0
Kaolinite,Clay,0,0,0,55.55555556,44.44444444,0,0,0,0,0,0,0,0,0
Labradorite,Feldspar,0,5.685618729,0.334448161,31.43812709,41.13712375,0.334448161,0.334448161,0,1.003344482,17.72575251,0.334448161,0.668896321,0.334448161,0.668896321
Labradorite,Feldspar,1.239669421,8.67768595,0.41322314,32.23140496,41.73553719,0.41322314,0.41322314,0,0.826446281,13.2231405,0,0.41322314,0,0.41322314
Labradorite,Feldspar,1.754385965,9.210526316,0.438596491,32.01754386,41.22807018,0.438596491,0.438596491,0,0.877192982,13.15789474,0,0,0,0.438596491
Labradorite,Feldspar,0,6.622516556,0.331125828,32.45033113,42.38410596,0.331125828,0,0,0.993377483,15.89403974,0.331125828,0.331125828,0,0.331125828
Labradorite,Feldspar,0,8.333333333,0.490196078,32.35294118,41.66666667,0.490196078,0.490196078,0,0.980392157,14.21568627,0,0.490196078,0,0.490196078
Labradorite,Feldspar,0.373134328,8.582089552,0.373134328,32.8358209,42.53731343,0.373134328,0.373134328,0,0.746268657,13.43283582,0,0,0,0.373134328
Labradorite,Feldspar,1.086956522,9.057971014,0.724637681,31.52173913,40.94202899,0.724637681,0.724637681,0.362318841,1.086956522,13.04347826,0,0.362318841,0,0.362318841
Labradorite,Feldspar,3.493449782,10.48034934,0.436681223,31.00436681,39.73799127,0.873362445,0.873362445,0,0.873362445,11.79039301,0,0,0,0.436681223
Labradorite,Feldspar,1.176470588,8.62745098,0.392156863,32.15686275,41.56862745,0.392156863,0.392156863,0,0.784313725,14.11764706,0,0,0,0.392156863
Labradorite,Feldspar,0,7.207207207,0.45045045,32.88288288,42.34234234,0,0,0,0.900900901,15.31531532,0,0.45045045,0,0.45045045
Labradorite,Feldspar,0,7.722007722,0.386100386,32.81853282,42.85714286,0.386100386,0.386100386,0,0.772200772,14.28571429,0,0,0,0.386100386
Labradorite,Feldspar,0,4.330708661,0.393700787,28.74015748,35.82677165,0,0,0.393700787,1.181102362,25.19685039,1.181102362,0.787401575,0.787401575,1.181102362
Labradorite,Feldspar,1.255230126,9.205020921,0.836820084,31.38075314,40.58577406,0.836820084,0.418410042,0,1.255230126,13.38912134,0,0.418410042,0,0.418410042
Labradorite,Feldspar,2.620087336,10.04366812,0.436681223,31.44104803,40.61135371,0.436681223,0.873362445,0,0.873362445,12.22707424,0,0,0,0.436681223
Labradorite,Feldspar,0,4.057971014,0,30.72463768,40,0.289855072,0.289855072,0.289855072,1.449275362,20.28985507,0.869565217,0.869565217,0.289855072,0.579710145
Labradorite,Feldspar,0,4.678362573,0,30.99415205,40.05847953,0.292397661,0.292397661,0.292397661,1.461988304,19.59064327,0.584795322,0.877192982,0.292397661,0.584795322
Labradorite,Feldspar,0,3.157894737,0,30.52631579,38.68421053,0,0.263157895,0.263157895,1.315789474,22.63157895,1.052631579,0.789473684,0.526315789,0.789473684
Labradorite,Feldspar,3.619909502,10.40723982,0.904977376,30.76923077,39.36651584,0.904977376,0.904977376,0,0.904977376,12.21719457,0,0,0,0
Labradorite,Feldspar,3.139013453,10.76233184,0.448430493,30.94170404,39.9103139,0.896860987,0.896860987,0,0.896860987,11.65919283,0,0,0,0.448430493
Labradorite,Feldspar,0,8.187134503,0.584795322,32.16374269,40.93567251,0.584795322,0.584795322,0,1.169590643,15.20467836,0,0,0,0.584795322
Labradorite,Feldspar,1.428571429,9.047619048,0.476190476,32.38095238,41.42857143,0.476190476,0.476190476,0,0.476190476,13.33333333,0,0,0,0.476190476
Labradorite,Feldspar,0,6.666666667,0,31.66666667,39.44444444,0,0.555555556,0,1.111111111,18.88888889,0.555555556,0.555555556,0,0.555555556
Labradorite,Feldspar,1.863354037,9.937888199,0,32.29813665,40.99378882,0.621118012,0.621118012,0,0.621118012,13.04347826,0,0,0,0
Labradorite,Feldspar,4.624277457,10.98265896,0,31.21387283,39.88439306,0.578034682,0.578034682,0,0.578034682,11.56069364,0,0,0,0
Labradorite,Feldspar,0,6.993006993,0.34965035,32.16783217,41.60839161,0.34965035,0.34965035,0,1.048951049,16.43356643,0,0.34965035,0,0.34965035
Labradorite,Feldspar,0.386100386,8.494208494,0.386100386,32.04633205,41.6988417,0.386100386,0.386100386,0,1.158301158,13.8996139,0.386100386,0.386100386,0,0.386100386
Labradorite,Feldspar,1.785714286,9.821428571,0.446428571,31.69642857,41.07142857,0.892857143,0.446428571,0,0.892857143,12.5,0,0,0,0.446428571
Labradorite,Feldspar,0,7.766990291,0,33.00970874,40.77669903,0,0,0,0.970873786,17.47572816,0,0,0,0
Labradorite,Feldspar,1.255230126,9.205020921,0.418410042,32.21757322,41.84100418,0.418410042,0.418410042,0,0.836820084,12.9707113,0,0,0,0.418410042
Labradorite,Feldspar,1.081081081,5.945945946,0.540540541,23.78378378,25.94594595,0,0,0,1.081081081,35.13513514,1.081081081,1.621621622,1.621621622,2.162162162
Labradorite,Feldspar,1.123595506,8.61423221,0.374531835,32.20973783,41.57303371,0.374531835,0.374531835,0,1.123595506,13.8576779,0,0,0,0.374531835
Labradorite,Feldspar,1.234567901,9.053497942,0,32.51028807,41.97530864,0.411522634,0.411522634,0,0.411522634,13.58024691,0,0,0,0.411522634
Labradorite,Feldspar,4.201680672,10.92436975,0.840336134,31.09243697,38.65546218,0.840336134,0.840336134,0,0.840336134,11.76470588,0,0,0,0
Labradorite,Feldspar,0,8.661417323,0.787401575,33.07086614,41.73228346,0,0,0,0.787401575,14.96062992,0,0,0,0
Labradorite,Feldspar,0,5.240174672,0.436681223,31.87772926,39.73799127,0,0,0,1.310043668,18.77729258,0.436681223,0.436681223,0.436681223,1.310043668
Labradorite,Feldspar,0,7.80141844,0.354609929,32.26950355,42.55319149,0.354609929,0.354609929,0,1.063829787,14.53900709,0,0.354609929,0,0.354609929
Labradorite,Feldspar,0,6.746031746,0.396825397,32.14285714,41.26984127,0.396825397,0.396825397,0,1.19047619,16.26984127,0.396825397,0.396825397,0,0.396825397
Labradorite,Feldspar,0.373134328,8.208955224,0.373134328,32.46268657,42.1641791,0.373134328,0.373134328,0,1.119402985,14.17910448,0,0,0,0.373134328
Labradorite,Feldspar,0.343642612,7.903780069,0.343642612,32.3024055,42.26804124,0.343642612,0.343642612,0,1.030927835,14.43298969,0,0.343642612,0,0.343642612
Labradorite,Feldspar,3.496503497,10.48951049,0.699300699,31.46853147,39.16083916,0.699300699,0.699300699,0,0.699300699,12.58741259,0,0,0,0
Labradorite,Feldspar,3.680981595,10.42944785,0.613496933,31.28834356,39.87730061,0.613496933,0.613496933,0,0.613496933,12.26993865,0,0,0,0
Labradorite,Feldspar,0.751879699,8.646616541,0.37593985,31.95488722,41.35338346,0.751879699,0.37593985,0,1.127819549,13.90977444,0,0.37593985,0,0.37593985
Labradorite,Feldspar,0,7.876712329,0.342465753,32.53424658,42.46575342,0.342465753,0.342465753,0,1.02739726,14.38356164,0,0.342465753,0,0.342465753
Labradorite,Feldspar,0,7.228915663,0.401606426,32.12851406,41.36546185,0.401606426,0.401606426,0,0.803212851,16.06425703,0.401606426,0.401606426,0,0.401606426
Labradorite,Feldspar,0,7.849829352,0.341296928,32.42320819,42.66211604,0.341296928,0.341296928,0,1.023890785,14.33447099,0,0.341296928,0,0.341296928
Labradorite,Feldspar,1.731601732,9.523809524,0.432900433,31.6017316,41.12554113,0.432900433,0.432900433,0,0.865800866,12.98701299,0,0.432900433,0,0.432900433
Labradorite,Feldspar,0,7.954545455,0.378787879,32.1969697,42.04545455,0.378787879,0.378787879,0,1.136363636,14.39393939,0.378787879,0.378787879,0,0.378787879
Labradorite,Feldspar,0.411522634,6.58436214,0.411522634,26.74897119,30.86419753,0,0,0,0,32.09876543,0,0.411522634,0.411522634,2.057613169
Labradorite,Feldspar,0,7.317073171,0.609756098,32.92682927,42.07317073,0,0,0,0.609756098,15.85365854,0,0,0,0.609756098
Labradorite,Feldspar,3.76344086,10.75268817,1.075268817,30.64516129,39.24731183,0.537634409,0.537634409,0,1.075268817,12.3655914,0,0,0,0
Labradorite,Feldspar,0.934579439,9.345794393,0,32.24299065,41.58878505,0.46728972,0.46728972,0,0.934579439,13.08411215,0,0.46728972,0,0.46728972
Labradorite,Feldspar,4.615384615,10.76923077,1.538461538,30,36.92307692,0.769230769,0.769230769,0,1.538461538,12.30769231,0,0.769230769,0,0
Labradorite,Feldspar,0,9.734513274,0.884955752,31.85840708,40.7079646,0.884955752,0.884955752,0,0.884955752,14.15929204,0,0,0,0
Labradorite,Feldspar,0,7.766990291,0,33.98058252,41.74757282,0,0,0,0.970873786,15.53398058,0,0,0,0
Labradorite,Feldspar,3.418803419,10.25641026,0.854700855,30.76923077,39.31623932,0.854700855,0.854700855,0,0.854700855,12.82051282,0,0,0,0
Labradorite,Feldspar,1.047120419,7.329842932,1.047120419,29.84293194,36.64921466,0,0,0,0,22.51308901,0,0,0,1.570680628
Microcline,Feldspar,2.631578947,2.631578947,0,21.05263158,55.26315789,0,0,0,18.42105263,0,0,0,0,0
