Mineral,(Mg+Fe)/Al,(Mg+Fe)/Si,(Ca+Na)/Al,K/(K+Na+Ca),K/(Al+Si),Al/Si,Fe/Si,Ca/Si,K/Si,K/Al,Ca/Na,P/Ca,Ti/Fe,Mg/Al,|Na|,|Mg|,|Al|,|Si|,|P|,|K|,|Ca|,|Ti|,|Fe|
Montmorillonite,0.52206514,0.17621795,0.02435061,0.35338274,0.00374566,0.34088800,0.00567703,0.00208916,0.00558313,0.01408960,0.33039655,0.03148006,0.15225488,0.50449710,0.00410922,0.11146222,0.22133644,0.65445901,0.00011263,0.00337832,0.00137854,0.00055239,0.00376518
Montmorillonite,0.56136910,0.18605022,0.06774033,0.29436414,0.00783013,0.34402486,0.00584494,0.00722872,0.01426313,0.02917048,0.41348604,0.67716527,0.35572678,0.52708878,0.01510170,0.11504069,0.21615323,0.63231821,0.00274977,0.00674233,0.00476855,0.00128104,0.00388154
Montmorillonite,0.52015987,0.18011813,0.02688089,0.40132584,0.00483040,0.33808401,0.00480753,0.00473190,0.01046781,0.02422481,0.68471465,0.01043107,0.20555802,0.48683876,0.00284433,0.11327233,0.22130591,0.65755529,0.00000593,0.00463807,0.00283844,0.00055066,0.00327856
Montmorillonite,0.52742781,0.17618797,0.02772700,0.31754057,0.00306772,0.33671970,0.00550293,0.00187446,0.00416954,0.01189831,0.26714952,0.00032899,0.11242513,0.53281808,0.00588389,0.11543811,0.22022708,0.65520661,0.00000049,0.00262956,0.00134380,0.00032768,0.00363417
Montmorillonite,0.56044651,0.19324037,0.07474565,0.31575564,0.00721235,0.33964688,0.00528944,0.01099223,0.01185569,0.03480546,0.75063251,0.12016177,0.28543042,0.50331006,0.00386049,0.11581265,0.21790713,0.64952394,0.00124576,0.00836743,0.00515513,0.00103610,0.00338010
Montmorillonite,0.50836205,0.16668747,0.04164525,0.38514749,0.00624989,0.33735581,0.00552909,0.00685744,0.01192545,0.01816842,1.16079875,0.05883799,0.34835703,0.48361390,0.00274399,0.10717960,0.22097503,0.65357389,0.00004780,0.00791596,0.00597749,0.00134820,0.00366993
Montmorillonite,0.49780550,0.16505222,0.05056463,0.50216031,0.00816394,0.33426116,0.00650067,0.00435600,0.01311246,0.03492346,1.25922584,0.00336001,0.95518825,0.47878510,0.00152669,0.10512926,0.21973413,0.65084980,0.00004248,0.00652060,0.00284881,0.00336792,0.00446117
Montmorillonite,0.57929472,0.20165716,0.09283636,0.32212742,0.01197088,0.34906644,0.00483601,0.00893530,0.01614376,0.04400457,0.28414088,0.78451688,0.23261437,0.56749174,0.01464634,0.12255484,0.21670264,0.61846341,0.00337124,0.00969117,0.00590409,0.00066970,0.00297967
Montmorillonite,0.47544312,0.15347390,0.06768150,0.45642025,0.01065714,0.33074214,0.00890667,0.01991501,0.01657035,0.05073615,5.46572181,0.00561516,1.01563182,0.47810041,0.00130782,0.09187314,0.21621961,0.65160477,0.00008168,0.01207839,0.01093833,0.01085035,0.00549987
Montmorillonite,0.58994968,0.20986538,0.14585898,0.32846885,0.01465391,0.34822866,0.00516705,0.00940315,0.01881008,0.05310155,0.27427948,0.87727207,0.30463100,0.57200097,0.01787411,0.12503126,0.21458031,0.62021287,0.00449076,0.01170102,0.00609097,0.00087403,0.00272405
Montmorillonite,0.58695176,0.20772861,0.13108492,0.30110911,0.01410716,0.35529542,0.00466282,0.00825080,0.01841637,0.05295373,0.24103382,1.27705186,0.19142586,0.58306552,0.02333600,0.12583960,0.21538555,0.60581531,0.00513949,0.01149529,0.00505768,0.00079804,0.00286768
Montmorillonite,0.57697214,0.20152864,0.08625146,0.32914893,0.01228029,0.34691446,0.00462814,0.00686219,0.01834038,0.05393580,0.28322417,0.66172877,0.26643480,0.56666635,0.01759162,0.12282868,0.21701020,0.62532315,0.00377842,0.01112992,0.00606553,0.00077156,0.00295978
Montmorillonite,0.53458547,0.18559051,0.03678429,0.40751619,0.00704163,0.34384457,0.00407219,0.00322663,0.00662860,0.02869616,0.31620513,0.32107864,0.20819000,0.53008824,0.00525427,0.11506502,0.22274792,0.64272126,0.00061246,0.00661405,0.00136978,0.00070713,0.00267553
Illite (var. Muscovite),0.17685415,0.08450722,0.07895731,0.74095609,0.08028337,0.48837922,0.02058665,0.00527121,0.11092239,0.23023822,0.18078634,7.65937332,0.14639283,0.13044392,0.01627190,0.03519849,0.28008893,0.56890425,0.02277555,0.06081488,0.00235618,0.00186576,0.01154738
Illite (var. Muscovite),0.12894086,0.06559944,0.01356029,0.96002534,0.11617874,0.53153046,0.02714652,0.01098873,0.13682891,0.25477256,2518.40979800,2.73877327,0.30387020,0.07719936,0.00075749,0.02576378,0.32035434,0.55745640,0.01493676,0.12651596,0.00215511,0.00350780,0.01465920
Illite (var. Muscovite),0.10772006,0.04667698,0.00760010,0.95570364,0.05820496,0.61139531,0.01645572,0.00272139,0.07856353,0.17353438,93.53711548,6.71577999,0.11555290,0.06391628,0.00059876,0.00979447,0.32615348,0.54142474,0.01153590,0.02478173,0.00152572,0.00170416,0.01303775
Illite (var. Muscovite),0.04613916,0.05368411,0.00376773,0.94148608,0.05238468,0.67462356,0.01940654,0.00277028,0.09467762,0.20432027,578.92835950,3.92234299,0.96015861,0.03607664,0.00000189,0.00998550,0.39870341,0.54235170,0.00562633,0.03079057,0.00118977,0.00753214,0.00978965
Illite (var. Muscovite),0.16510012,0.09543625,0.04221010,0.84610918,0.08804007,0.55531505,0.02538673,0.00462923,0.13440516,0.23818103,0.25077338,7.23595490,0.28672651,0.11611605,0.01037632,0.03524098,0.30135660,0.54821510,0.02074591,0.06971136,0.00265797,0.00382899,0.01363450
Illite (var. Muscovite),0.20392929,0.08234499,0.08720009,0.72355978,0.07737987,0.52911437,0.03612101,0.00285741,0.11415644,0.21299489,0.31766649,10.40389641,0.15613820,0.10090660,0.00873675,0.03189950,0.29210663,0.55041012,0.02125074,0.06658378,0.00185964,0.00160426,0.01900502
Illite (var. Muscovite),0.10638280,0.09444549,0.05149115,0.86922827,0.07263688,0.67908205,0.02694192,0.00120959,0.10232304,0.21566411,0.07325203,13.70995309,0.17639174,0.09238688,0.01873915,0.03388740,0.34846093,0.50256023,0.01033173,0.05997044,0.00094451,0.00114070,0.01048135
Illite (var. Muscovite),0.18211189,0.08686902,0.07458096,0.75733175,0.06823241,0.47089650,0.02439448,0.00400427,0.10606272,0.22558827,0.14094785,8.16968793,0.18444678,0.14852002,0.01733615,0.03597471,0.27294374,0.56151351,0.02433680,0.06363434,0.00237805,0.00215844,0.01273883
Illite (var. Muscovite),0.13697388,0.06750638,0.00373717,0.98260215,0.07750688,0.54190979,0.02574096,0.00204714,0.11910774,0.26169965,772.38000990,4.12538463,1.02490837,0.08375167,0.00000145,0.02446789,0.30466333,0.57022053,0.00518069,0.07677314,0.00112386,0.00746408,0.01418071
Illite (var. Muscovite),0.18370139,0.10068790,0.02629942,0.83520638,0.06938598,0.54640079,0.02973758,0.00433258,0.10996177,0.20370280,0.72622166,5.01925399,0.12812252,0.12690181,0.01054612,0.03600320,0.30326550,0.55888380,0.01235555,0.06170949,0.00238665,0.00223041,0.01574477
Illite (var. Muscovite),0.17786717,0.07087217,0.04659034,0.88409742,0.06800089,0.58812975,0.02939141,0.00132572,0.11984545,0.20753812,0.11333442,14.04476559,0.13363209,0.10929192,0.01341971,0.02857291,0.32649214,0.54274816,0.01204308,0.06969596,0.00071088,0.00121119,0.01322366
Illite (var. Muscovite),0.18641788,0.10839753,0.09996493,0.65996129,0.06520929,0.52591508,0.02431905,0.00475513,0.11708852,0.19014508,0.11443991,9.49677409,0.05558587,0.14013449,0.02795818,0.03644692,0.28848895,0.54421252,0.02676318,0.06497205,0.00263121,0.00073237,0.01676888
Illite (var. Muscovite),0.16298320,0.09157283,0.04521817,0.84659753,0.08134701,0.54600441,0.02526157,0.00476587,0.14030801,0.24565441,0.25564274,7.23710102,0.28327826,0.12119966,0.01091608,0.03632438,0.30097861,0.54426961,0.01811585,0.07290047,0.00249026,0.00447017,0.01389888
Illite (var. Muscovite),0.20829478,0.09918289,0.01745460,0.93233840,0.05845590,0.49730272,0.03462109,0.00107579,0.08751556,0.19497743,0.13207336,14.48734611,0.03434932,0.13033209,0.00447400,0.03829703,0.28990171,0.58221011,0.00874752,0.05200113,0.00072808,0.00098687,0.02219558
Illite (var. Muscovite),0.17476181,0.09068310,0.03640979,0.85876938,0.07299605,0.54332156,0.02606469,0.00438045,0.10705541,0.20969108,0.36288042,5.24708508,0.29973429,0.11555995,0.00697526,0.03538472,0.30330885,0.55951227,0.01684137,0.06246312,0.00243793,0.00442422,0.01505467
Illite (var. Muscovite),0.16201750,0.09864638,0.09734433,0.63691494,0.06485694,0.60232278,0.03051035,0.01521798,0.10868349,0.18199797,0.74388149,1.13491584,0.08820560,0.15615802,0.01845848,0.04269809,0.30696077,0.53977503,0.01692175,0.05343000,0.01557876,0.00144621,0.01601672
Illite (var. Muscovite),0.17038924,0.09490833,0.05880290,0.78532367,0.08523193,0.52763291,0.02495033,0.00549659,0.13119927,0.23135537,0.25579368,8.08837512,0.24605135,0.12317498,0.01396182,0.03758626,0.29410876,0.54814920,0.02291887,0.06749195,0.00304777,0.00328882,0.01355500
Illite (var. Muscovite),0.16078734,0.09864021,0.10936396,0.63662164,0.06296821,0.57163142,0.02754086,0.02396190,0.10186765,0.18180957,0.56870385,2.46538533,0.08706540,0.14768990,0.01833968,0.03588848,0.30861542,0.53978697,0.01812635,0.05263153,0.01069724,0.00129779,0.01727649
Illite (var. Muscovite),0.15226448,0.05690943,0.04869305,0.80979939,0.07925651,0.73428913,0.02469909,0.00758971,0.14025196,0.18070802,0.26553192,6.87283660,0.18967208,0.07860605,0.01555706,0.03280455,0.35266198,0.50970937,0.02182562,0.05432628,0.00312247,0.00327435,0.00653102
Illite (var. Muscovite),0.14396612,0.07790359,0.01312135,0.87424378,0.08445834,0.54674307,0.02502012,0.00145901,0.13207258,0.24136042,0.22123822,14.63042022,0.15560625,0.10077400,0.00140995,0.02912873,0.30167620,0.55484154,0.01643181,0.06964209,0.00117662,0.00176136,0.01395569
Illite (var. Muscovite),0.19400424,0.10499864,0.05830381,0.76023306,0.06779478,0.53829060,0.03496684,0.00164328,0.10752656,0.19388107,0.04523573,22.27710345,0.06810646,0.15414931,0.01712683,0.04605953,0.29450400,0.54553389,0.01882109,0.05711086,0.00078273,0.00126134,0.01744093
Illite (var. Muscovite),0.18008176,0.09618057,0.04981063,0.79339158,0.06783523,0.54782708,0.03172460,0.00092708,0.10570964,0.18498319,0.04456339,45.08365863,0.06978733,0.12424498,0.01024834,0.03748116,0.30231721,0.56424100,0.01548829,0.05755405,0.00065264,0.00121915,0.01903128
Illite (var. Muscovite),0.17606218,0.08374402,0.05097399,0.78759499,0.07593703,0.54891851,0.02596465,0.00226588,0.11751661,0.19903113,0.05594065,17.39450997,0.08006411,0.11363740,0.01409321,0.03768879,0.30127959,0.54710808,0.01621551,0.06579646,0.00075378,0.00124117,0.01637100
Illite (var. Muscovite),0.19443416,0.09146713,0.11619391,0.72462839,0.07580958,0.53484084,0.02345313,0.00479153,0.11032920,0.21858574,0.13222396,9.60756868,0.05561088,0.12234213,0.02943913,0.04495703,0.28504587,0.53749258,0.02360097,0.06332402,0.00270232,0.00072170,0.01269066
Illite (var. Muscovite),0.20940272,0.11199097,0.06687794,0.74340030,0.07720685,0.49488124,0.03348011,0.00381420,0.11455698,0.23914961,0.12338038,11.45144958,0.23270006,0.14280425,0.01127662,0.03407331,0.26821783,0.57643007,0.02047820,0.06573212,0.00176662,0.00197035,0.01841414
Illite (var. Muscovite),0.12302818,0.10651420,0.06431916,0.81098759,0.09641568,0.66589584,0.03180163,0.01057436,0.12614406,0.20781854,0.27372887,2.94637787,0.16835673,0.10608532,0.01750543,0.04115565,0.33183193,0.48904831,0.01738387,0.08813115,0.00395435,0.00160584,0.01415574
Illite (var. Muscovite),0.14171337,0.07843447,0.02620922,0.86232736,0.08021905,0.54329550,0.02495656,0.00205643,0.12732795,0.24206268,0.41011012,14.82668881,0.15050664,0.09672492,0.00142825,0.03091903,0.30374530,0.54942345,0.01893539,0.06779206,0.00090315,0.00214445,0.01389977
Illite (var. Muscovite),0.20265011,0.10312777,0.04658345,0.82085815,0.07513680,0.49369068,0.02673466,0.00314777,0.11659669,0.23382914,0.19200529,11.09892355,0.10026803,0.12401900,0.01974754,0.04555404,0.27683054,0.55206459,0.01961877,0.06556512,0.00156971,0.00446542,0.01650144
Oligoclase,0.00136964,0.00069341,0.46157610,0.09006751,0.01516655,0.49037280,0.00069205,0.09490216,0.02252726,0.04536297,0.93709221,0.00647053,1.02981990,0.00054121,0.07383285,0.00006715,0.28385932,0.57344541,0.00139120,0.01303022,0.06402828,0.00034113,0.00029980
Oligoclase,0.00297007,0.00130792,0.51511229,0.09140726,0.01687153,0.50163351,0.00177524,0.14353110,0.02669956,0.04798038,1.96925299,0.00073436,1.09098400,0.00001767,0.04641270,0.00000391,0.27843723,0.56896315,0.00011985,0.01412145,0.10421560,0.00074640,0.00046644
Oligoclase,0.02171237,0.00716251,0.55944665,0.08146921,0.01709483,0.49644391,0.00020232,0.07583443,0.02562251,0.05098418,0.35431089,0.13181529,1.59972825,0.01311165,0.11243920,0.00608844,0.27455629,0.54985539,0.00540069,0.01481627,0.04080802,0.00019135,0.00011955
Oligoclase,0.00506405,0.00166032,0.51003333,0.08473362,0.01532740,0.49424166,0.00043349,0.08001893,0.02341120,0.04634524,0.46229916,0.10803369,0.75903791,0.00855251,0.09743926,0.00177557,0.27740545,0.56046022,0.00318989,0.01288902,0.04469539,0.00023421,0.00040825
Oligoclase,0.01189385,0.00317507,0.53645723,0.08652189,0.01703277,0.49527560,0.00034449,0.07653865,0.02535812,0.04893125,0.45557516,0.15388211,1.82133200,0.00860486,0.10605647,0.00455047,0.27564351,0.55914889,0.00442223,0.01379513,0.04223040,0.00035409,0.00019850
Oligoclase,0.01987125,0.01122444,0.55987678,0.09109024,0.01740683,0.50307906,0.00036908,0.07229290,0.02850407,0.05797337,0.34226274,0.19138534,1.71034097,0.01959175,0.11305899,0.00572631,0.27380507,0.54783202,0.00654197,0.01419014,0.04053708,0.00037131,0.00022823
Oligoclase,0.01915549,0.00868676,0.56204991,0.08456028,0.01725299,0.49548741,0.00030130,0.07469416,0.02588653,0.05727308,0.36944765,0.15745027,1.52475779,0.01572025,0.10567398,0.00584595,0.27505076,0.54973246,0.00507358,0.01367574,0.03891056,0.00020055,0.00027465
Oligoclase,0.00524571,0.00183556,0.47992531,0.09179649,0.01453122,0.48158385,0.00028233,0.09638955,0.02150333,0.04502122,0.71872753,0.07759520,2.34262295,0.00004460,0.07909559,0.00050101,0.28148787,0.57759345,0.00147864,0.01237809,0.04567902,0.00050190,0.00016914
Oligoclase,0.00138797,0.00075666,0.50099412,0.08370136,0.01488449,0.49700767,0.00036101,0.07866382,0.02173711,0.04464089,0.45489524,0.05590814,0.81617217,0.00064219,0.09660144,0.00018665,0.27995397,0.56370499,0.00246323,0.01307632,0.04404378,0.00016617,0.00020614
Oligoclase,0.00422193,0.00384522,0.48914957,0.08872019,0.01544415,0.48947812,0.00055272,0.08401016,0.02462899,0.04808854,0.52175494,0.09466235,1.14161598,0.00072694,0.08460110,0.00186150,0.27812893,0.56268838,0.00182567,0.01333377,0.04584310,0.00026964,0.00035649
Oligoclase,0.00538283,0.00420676,0.58253873,0.06780749,0.01290761,0.49461269,0.00033810,0.06992326,0.02122468,0.04119071,0.33536170,0.11668495,0.75325100,0.01143591,0.11703352,0.00300581,0.27426142,0.55503965,0.00436478,0.01298069,0.03913842,0.00010256,0.00022156
Oligoclase,0.02111066,0.01089624,0.52452014,0.08452793,0.01739141,0.49576880,0.00023234,0.07278267,0.02478912,0.05317078,0.36599774,0.12819919,1.48087550,0.01619746,0.10623795,0.00596887,0.27357446,0.55417974,0.00506449,0.01462833,0.03910992,0.00019340,0.00021975
Oligoclase,0.00200027,0.00134824,0.51520348,0.07749704,0.01452007,0.48702170,0.00051331,0.06808422,0.02046945,0.04242434,0.36489781,0.10260743,0.00814512,0.00152733,0.10180800,0.00067823,0.27627159,0.56658054,0.00403753,0.01150326,0.03877282,0.00000271,0.00022844
Oligoclase,0.01146432,0.00605512,0.51031441,0.08898756,0.01683940,0.49162240,0.00055420,0.07720282,0.02527476,0.05053601,0.42457492,0.11626204,1.11255378,0.01031873,0.09942536,0.00291577,0.27603037,0.56050711,0.00521991,0.01419754,0.04330221,0.00037284,0.00028813
Pigeonite,5.69330675,0.69520592,0.08391444,0.19441957,0.00198725,0.12270946,0.12549579,0.01008256,0.00225099,0.01878865,5683.80660300,0.00956217,0.01020930,4.47972009,0.00000096,0.31077272,0.06889159,0.54618748,0.00004189,0.00108164,0.00552682,0.00066035,0.06849610
Pigeonite,7.20169210,0.70530232,0.12590105,0.11705817,0.00160712,0.11494617,0.13485714,0.01266423,0.00205025,0.01175094,6729.18809100,0.01287990,0.02538354,5.02336357,0.00000117,0.31655292,0.06274411,0.55105859,0.00012764,0.00101778,0.00704589,0.00094111,0.08483129
Pigeonite,5.99925367,0.71033385,0.07473246,0.12645603,0.00113983,0.12537884,0.11894522,0.00926730,0.00132164,0.01067864,5435.10322200,0.15342752,0.00791872,5.07429836,0.00000092,0.32506900,0.06277304,0.53488712,0.00078164,0.00071283,0.00490087,0.00050555,0.06079230
Pigeonite,7.86496856,0.71019513,0.17772195,0.05787888,0.00152999,0.08997409,0.11338372,0.01713282,0.00079247,0.00815782,44.78539699,0.16392404,0.01299543,5.93841128,0.00019549,0.32341599,0.06375988,0.54559856,0.00041719,0.00071726,0.00997038,0.00093850,0.06161540
Pigeonite,5.71445417,0.73468500,0.18132307,0.26159946,0.00784697,0.14462313,0.11208115,0.01273032,0.00805648,0.05308478,0.75950611,0.96420975,0.02731531,4.45435806,0.00843574,0.32875553,0.07785057,0.51651138,0.00632532,0.00543973,0.00693299,0.00128721,0.05601768
Pigeonite,5.82556159,0.73813599,0.38539261,0.17922548,0.00815849,0.11082941,0.20144245,0.02133085,0.00534527,0.14806505,9718.00355600,0.00312805,0.06333146,4.12544770,0.00000198,0.30148993,0.06017783,0.52344135,0.00009118,0.01030188,0.02090405,0.00557218,0.11130211
Pigeonite,5.93148473,0.70045119,0.22311547,0.15729444,0.00280250,0.11912020,0.15900220,0.02076668,0.00498880,0.04985342,33.29812264,0.01325645,0.03870532,4.79305081,0.00042293,0.28374365,0.06351580,0.54223691,0.00002216,0.00247370,0.01308162,0.00235863,0.09037517
Pigeonite,6.53077231,0.74908499,0.20667919,0.17350223,0.00645862,0.10498603,0.18451742,0.01665651,0.00672655,0.02922955,18.57167825,0.01032277,0.01231947,4.86991736,0.00054341,0.28027853,0.05483084,0.53162495,0.00003316,0.00209411,0.01180783,0.00089864,0.09450268
Pigeonite,5.68144406,0.69312084,0.08722331,0.08504985,0.00108641,0.12150645,0.13394503,0.01385154,0.00141142,0.01321865,6215.41921300,0.00638392,0.01047130,4.43392305,0.00000110,0.30419662,0.06710243,0.54689731,0.00009794,0.00066277,0.00613478,0.00080780,0.07568901
Pigeonite,5.09512812,0.74899714,0.41004982,0.07936357,0.00796438,0.12982679,0.09928800,0.01797419,0.00661794,0.07106876,1.40116470,0.46347152,0.01762617,4.93324036,0.00887861,0.33427115,0.06745027,0.51184819,0.00589265,0.00351330,0.01685524,0.00147486,0.04876631
Pigeonite,5.67422352,0.70023917,0.12950751,0.07814340,0.00144795,0.12110473,0.12724074,0.01435380,0.00164685,0.01271904,8449.65532500,0.02167424,0.03258522,4.62062381,0.00000103,0.30855659,0.06674533,0.54222169,0.00021401,0.00061425,0.00809046,0.00247773,0.06941805
Pigeonite,6.41592685,0.69611739,0.16031541,0.09848662,0.00179267,0.11751645,0.11995625,0.01600255,0.00178463,0.01765881,31.69229901,0.01688273,0.01151543,4.94222811,0.00033793,0.31500342,0.06389117,0.54592765,0.00019721,0.00103095,0.01062849,0.00078063,0.06451672
Pigeonite,6.39063367,0.70914714,0.39820022,0.24408502,0.01585203,0.13177941,0.27539107,0.04557567,0.00279485,0.05711348,24319.90318000,0.01096956,0.06299240,4.27655724,0.00000232,0.28387369,0.06622231,0.52974984,0.00056967,0.00613804,0.02370386,0.00730844,0.15944172
Pigeonite,5.01086711,0.74569328,0.26865119,0.26423126,0.01066524,0.14296884,0.10942937,0.01344947,0.01194757,0.08629872,0.48111088,1.11065472,0.02684941,4.83800875,0.01108547,0.31704651,0.07552441,0.51422570,0.00727827,0.00625326,0.00669288,0.00134202,0.05738202
Pigeonite,6.00892129,0.72099510,0.06971207,0.14258118,0.00115792,0.12169934,0.12064491,0.00810703,0.00132006,0.01096633,5042.18147200,0.16313155,0.00972060,4.78938649,0.00000090,0.32395419,0.06685734,0.53916993,0.00060043,0.00069653,0.00474367,0.00061323,0.06471470
Pigeonite,5.57379919,0.69762199,0.14035480,0.07541246,0.00140258,0.12431756,0.14606246,0.02095842,0.00162751,0.01864092,9090.32842500,0.00081164,0.02320093,4.24038459,0.00000113,0.29295543,0.06767633,0.54394094,0.00001028,0.00054012,0.01207024,0.00257533,0.07808104
Pigeonite,5.57618168,0.68645852,0.12295162,0.12373473,0.00247270,0.12258411,0.14429002,0.01485650,0.00288920,0.02303781,7631.05614600,0.00001268,0.01263895,4.34541834,0.00000117,0.30112523,0.06668412,0.55129581,0.00000006,0.00138786,0.00833412,0.00102213,0.07185659
Pigeonite,6.30066477,0.70055441,0.07770835,0.12663408,0.00116867,0.12564996,0.12421360,0.00932536,0.00126323,0.01202471,5353.84420000,0.13550466,0.00958124,5.03054389,0.00000093,0.31611336,0.06163272,0.54614994,0.00051957,0.00081877,0.00505386,0.00056126,0.06772961
Pigeonite,5.66083485,0.68894392,0.10114260,0.12511519,0.00111738,0.12216867,0.13152260,0.01383516,0.00158689,0.01148830,6451.47059100,0.00768731,0.01069365,4.53720695,0.00000109,0.29595641,0.06673483,0.54691706,0.00007018,0.00083227,0.00649793,0.00081816,0.07581587
Pigeonite,4.53408692,0.68149963,0.22964875,0.24108197,0.00671891,0.13084165,0.15198599,0.01358688,0.01283268,0.05927331,1.34556898,0.44536300,0.01252193,3.98198095,0.00926801,0.28532753,0.08087205,0.52729701,0.00452318,0.00658288,0.00892869,0.00192282,0.07571984
Pigeonite,4.71361070,0.76142627,0.31532811,0.22441585,0.01056581,0.13917720,0.10432312,0.03005715,0.01346109,0.08880901,0.91210669,0.68235284,0.03254786,4.79846889,0.01293696,0.32288077,0.07994937,0.51484467,0.00608285,0.00678185,0.01233450,0.00195036,0.05379000
Pigeonite,5.67574147,0.70268074,0.09027186,0.11556869,0.00142211,0.12563245,0.12313097,0.01215408,0.00145929,0.01167586,7244.75322800,0.05288290,0.01764696,4.72629532,0.00000090,0.31689272,0.06645074,0.54179562,0.00034252,0.00090446,0.00618101,0.00422597,0.06607242
Pigeonite,5.73035206,0.69270120,0.14053736,0.10383700,0.00235038,0.11922524,0.13461859,0.01739594,0.00267420,0.01588450,211.36937780,0.01163756,0.01108612,4.25831256,0.00036046,0.29603566,0.06501031,0.54819541,0.00012434,0.00100393,0.01053209,0.00080132,0.08033122
Pigeonite,6.72080988,0.69369459,0.13088464,0.12211951,0.00175059,0.11995335,0.14361754,0.01440627,0.00200289,0.02027226,6902.77794100,0.00000719,0.03506297,5.35469210,0.00000118,0.30683114,0.06075102,0.54639974,0.00000045,0.00111650,0.00771917,0.00215618,0.07170858
Pigeonite,5.99947101,0.69151018,0.12405292,0.09304626,0.00112404,0.09504130,0.15451317,0.01445938,0.00139462,0.01077465,6826.53769000,0.00000000,0.02540209,4.70354315,0.00000119,0.29532538,0.05419074,0.54863631,0.00000000,0.00113495,0.00779026,0.00085126,0.08537841
Pigeonite,5.54979141,0.73626450,0.27134196,0.22974371,0.01056580,0.13452459,0.11247021,0.01244575,0.01233446,0.08593260,0.45860465,1.20438164,0.02450149,4.51385669,0.01236127,0.33488719,0.07096279,0.51217474,0.00774794,0.00635550,0.00633111,0.00123149,0.05767597
Pigeonite,5.81550737,0.70686279,0.07397450,0.14317616,0.00128481,0.12095316,0.12390869,0.00893476,0.00142753,0.01012298,5454.47096800,0.21199398,0.00937270,4.84252358,0.00000094,0.31678422,0.06725663,0.54276809,0.00030097,0.00094286,0.00480272,0.00068170,0.06635835
Palygorskite,0.95171360,0.24186723,0.09166108,0.34429352,0.01030575,0.25552765,0.00062930,0.01092200,0.01295673,0.05011676,0.62792722,1.69989476,0.98149488,0.96152296,0.00861114,0.15623925,0.16308614,0.63802321,0.01198971,0.00899537,0.00701114,0.00038692,0.00040708
Palygorskite,0.97249796,0.22492232,0.07658485,0.44170482,0.01217971,0.25256058,0.00061012,0.00968225,0.01478832,0.06148837,0.61948692,1.39628031,0.95508005,0.96562869,0.00621423,0.13898731,0.15652353,0.66096740,0.00998517,0.00975146,0.00630146,0.00034038,0.00041672
Palygorskite,0.98343918,0.24309131,0.11155799,0.37284667,0.01138487,0.25531573,0.00148344,0.00553087,0.01587617,0.05735754,0.27708529,4.52162977,1.07659892,0.95926049,0.01140615,0.15996345,0.16328899,0.63866590,0.01767745,0.00952379,0.00394388,0.00178576,0.00092446
Palygorskite,0.94050541,0.22872683,0.12218935,0.45017694,0.01339208,0.24311727,0.00062491,0.02187089,0.01385007,0.06260112,4.02734187,0.86643453,1.99056262,0.95641616,0.00622565,0.14843223,0.15874482,0.65207678,0.01005420,0.00828093,0.01235115,0.00077707,0.00043659
Palygorskite,0.82021228,0.20959836,0.04480858,0.52378083,0.00999736,0.24978183,0.00085155,0.00521676,0.01594895,0.05530552,0.86685341,2.55145945,0.71998580,0.87924934,0.00607153,0.14697742,0.16267538,0.67191039,0.00834060,0.00975856,0.00416153,0.00032167,0.00034595
Palygorskite,0.96849582,0.24603469,0.08913670,0.34402822,0.00994708,0.25129653,0.00057720,0.01133524,0.01277680,0.05638612,0.67172934,1.68631109,1.47635176,0.97422037,0.00845493,0.15973478,0.15948319,0.64617887,0.00873000,0.00892359,0.00590109,0.00044816,0.00030493
Palygorskite,0.86969748,0.19737149,0.01358592,0.49156682,0.00370740,0.21253706,0.00131274,0.00321154,0.00474936,0.02629461,1868.70824500,3.17493181,1.71717328,0.87878672,0.00000112,0.12534992,0.16269621,0.69947808,0.00571202,0.00598077,0.00224368,0.00047773,0.00039623
Palygorskite,0.88112334,0.21585425,0.05262768,0.40000560,0.00331293,0.24583419,0.00218522,0.01256406,0.00488110,0.01406927,191.41894960,2.52092780,0.72444456,0.87270189,0.00004404,0.14346397,0.16403925,0.66829682,0.01215732,0.00633000,0.00490446,0.00039622,0.00060613
Palygorskite,0.96867345,0.22574423,0.02751017,0.49901495,0.00265455,0.24119756,0.00149302,0.00223505,0.01169185,0.03203857,1.05557044,11.16410217,0.07430312,0.93171664,0.00191623,0.15458330,0.16292220,0.66803994,0.01138626,0.00607267,0.00126957,0.00021411,0.00122875
Palygorskite,0.80208085,0.19829817,0.03088615,0.63355307,0.00918741,0.24913836,0.00208467,0.00529900,0.01081689,0.05175775,3.09523085,2.24141148,0.87241161,0.87635423,0.00108372,0.13279485,0.16618562,0.68682230,0.00625524,0.00852201,0.00354195,0.00045680,0.00127541
Palygorskite,0.94696291,0.24761340,0.11800338,0.34551649,0.01151506,0.25073818,0.00060030,0.01222326,0.01057472,0.05069221,0.62812965,1.67757340,0.99822111,0.93690352,0.01106688,0.14943994,0.16194960,0.64288626,0.01240056,0.00709019,0.00819841,0.00046847,0.00039066
Palygorskite,0.92449801,0.23959377,0.13316046,0.32699069,0.01379341,0.25926240,0.00183694,0.00745974,0.01670995,0.06759073,0.27472234,4.58418751,1.89189976,0.92311459,0.01797745,0.14840581,0.16208534,0.62793710,0.02755665,0.01121906,0.00474095,0.00226507,0.00111372
