MINERAL,GROUP,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,Cr,Mn,Fe
Vermiculite,Clay,1799.8,1270.5,23759,13375,34782,1674.8,1150.1,613.4,6349.4,618.7,929.5,157.2,31.4,2920.3
Vermiculite,Clay,2536.7,1299.3,18117,9360,23751,751,300.2,24.6,3216.8,82.5,320.2,94.7,25.6,1925.8
Vermiculite,Clay,4921.9,2193.3,22348,11997,30950,1448.3,716.3,44.8,4503.5,121.5,412.2,63.3,28.4,2546
Vermiculite,Clay,4641.5,2448.7,20335,11110,27595,1458.8,799.8,324.4,4180.9,297.6,401.1,80,26.4,2168.5
Vermiculite,Clay,5198.5,2838.5,21344,11415,28203,1671.5,986.4,448.4,4427.8,390.8,367.8,6.9,0,2036.1
Vermiculite,Clay,220.3,0.1,18613,10660,31935,20.1,13.5,0,4720.4,184.7,629.9,46.9,35.7,2937.5
Vermiculite,Clay,1702.3,822.4,17792,9680,25190,732.5,255.7,15,3647.3,126.5,351.1,81.8,34,2174.5
Vermiculite,Clay,1329.8,868,29064,15281,42370,1521,1102.1,447,7311.6,958.6,610.9,15.9,0.1,2868.2
Vermiculite,Clay,624.9,359.3,23534,12669,35816,879.3,596.8,262.8,5837.1,669,637,54.7,25.4,2971.3
Vermiculite,Clay,989.2,301,24008,13028,35663,941.8,631.7,275.8,5995.2,470.4,685.3,54.5,18.4,2856.9
Vermiculite,Clay,1983.5,1403.6,20787,11456,30498,1275.8,796.5,318.1,4632.5,592.6,519.3,78.7,32.2,2343.6
Vermiculite,Clay,1369.5,594.2,21175,11334,30633,834.2,350.7,14.6,4370,103.3,440.8,75.9,36.6,2480.1
Vermiculite,Clay,510.6,236.1,27093,14194,39742,1099.7,870,308.8,7008.7,472.3,703.3,78.2,34,3039.4
Vermiculite,Clay,1440.7,798.4,19297,11394,32009,1154.1,741.7,277.4,4902.9,310.1,470.5,104.8,25,3716.6
Vermiculite,Clay,1557,718.6,19552,10634,27538,683,339,18,4235.7,108.7,517.4,35.5,28.6,2345.5
Vermiculite,Clay,1953.1,637.6,17393,9516.5,23645,576.7,197.1,0,5092.6,84.4,455.6,58.7,23.3,2156.7
Vermiculite,Clay,730.9,32.2,19206,10952,31244,462.2,134.2,0,4578.8,47.8,433.4,71.6,19.3,2694.8
Vermiculite,Clay,2225.1,1062.2,19399,10942,28507,1188.1,554,234.4,5043.6,488.9,521.7,48.9,30.4,2568.6
Vermiculite,Clay,0.1,0.1,10278,6363.9,19378,1.1,3.4,20.4,4956.3,389.3,706.9,70.5,20,2771.7
Vermiculite,Clay,0.1,0.1,10278,6363.9,19378,1.1,3.4,20.4,4956.3,389.3,706.9,70.5,20,2771.7
Vermiculite,Clay,2247.2,823.6,20257,11066,29668,955.3,388.5,18.1,4673.3,525.3,515.5,92.6,31.8,2531.6
Vermiculite,Clay,2755.2,1640.8,24057,12904,32890,1311.8,890.4,361.1,5031,285.5,476.3,69.7,18.7,2549.3
Vermiculite,Clay,1863.8,1134.7,22542,12520,32438,1403,819.5,370.5,5140.8,430.5,569.5,86.9,30.1,2623
Vermiculite,Clay,527.7,411.7,15244,8604.9,22886,691.7,369.6,201.5,3872.7,177.4,413.7,66.7,52.6,2198.8
