MINERAL,GROUP,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,Cr,Mn,Fe
Muscovite (var. Illite),Clay,640.9,608.2,1543.3,9197.9,17124,679.8,455.2,154.6,1778.3,28.3,40.2,39.6,20.9,611.6
Muscovite (var. Illite),Clay,596.2,306.2,1548,13529,25390,631.6,353.3,3.7,2382.6,14,54.8,17.8,10.4,877.5
Muscovite (var. Illite),Clay,932.5,757.4,1806.9,13725,24837,735.1,414.8,1.1,2705.3,33.7,54.9,64.7,22.6,785.1
Muscovite (var. Illite),Clay,1085,1001,1739.8,9311.7,17730,760.4,524.9,195.2,1760.7,83.9,34.7,12.9,5.1,639.8
Muscovite (var. Illite),Clay,1490.5,1184.8,2263.7,14087,26516,1116.3,770.1,240.6,2914.5,106,73.7,16.4,11.8,965.4
Muscovite (var. Illite),Clay,944.6,1139.8,1554.2,25635,31145,1281.6,731.6,283.2,6284.2,267.6,112.7,3.4,0.8,513.4
Muscovite (var. Illite),Clay,1349.9,926.9,2174.4,20826,38018,1504.1,749.2,34.4,4689.5,89.9,89.5,51.5,6.5,948.1
Muscovite (var. Illite),Clay,896.6,710.7,2809.4,23484,52511,1637.6,1112.9,350.8,6353.2,137.9,566.4,60.5,18.4,1319.6
Oligoclase,Feldspar,0.1,4013.7,0.4,20918,42660,10.4,28,125.7,971,4781.6,26.5,34.8,11.8,30.3
Oligoclase,Feldspar,0.1,1204.3,0.1,7469.2,14787,0.1,10,37.3,405.8,3018.8,46.1,35.9,26.4,26.7
Oligoclase,Feldspar,269.4,13826,429.5,37165,74536,752.2,1081.2,331.7,2025.4,5682.7,30.1,103.8,7.8,18.8
Oligoclase,Feldspar,111.7,11808,30.2,34189,68640,358.9,580,95.3,1619.5,5565.5,20.3,51.6,9.5,25.5
Oligoclase,Feldspar,0.1,12056,36,35220,71584,380.3,628.9,125.7,1720.7,5712.1,44,79.5,9.8,23.6
Oligoclase,Feldspar,551.4,12656,568.3,31996,64074,758.1,996.7,301.2,1640.6,4764.9,42.2,67.3,11,23.2
Oligoclase,Feldspar,1577.9,16040,859.4,37784,76476,695.7,1187,485,1845.3,5352.8,23.1,30,4.3,15
Oligoclase,Feldspar,0.1,4214.1,0.1,20897,43506,1.2,4.9,62.1,941.3,4484.5,39.6,32.4,10.2,14.2
Oligoclase,Feldspar,0.1,13620,20.3,39452,79638,287,497.9,145.6,1729.2,6115.5,23.5,69.6,13.1,28.6
Oligoclase,Feldspar,0.1,9772.9,18.9,32798,66827,171,323.6,106.5,1484.2,5689.1,29.4,63,10,25.3
Oligoclase,Feldspar,1610.1,14575,495.5,32786,66886,759.6,1085.1,113.2,1246.9,4543.6,10.3,73.6,23.7,22.3
Oligoclase,Feldspar,416.1,15461,552.6,41533,83265,776.2,1259.3,471.6,2244.7,6198.8,55.2,79,24.2,41.4
Oligoclase,Feldspar,741.6,15568,106.4,41086,83162,623.6,1156.1,161.6,1819.8,5662.2,0.5,36.5,25.1,28
Oligoclase,Feldspar,0.1,11434,360.8,32648,66750,626.8,798.5,279.3,1708,5163.1,49,67.2,18.2,44.1
Oligoclase,Feldspar,1841.7,17877,1099.1,40742,80721,1413,1855.9,651.7,2068.1,5776.9,95.2,68.1,9.2,25.1
Oligoclase,Feldspar,2878.9,19748,1214,40655,80156,1688.4,2475.4,703.9,2324.9,5473.7,51.7,66.1,6.3,26.7
Oligoclase,Feldspar,0.1,12408,9.3,36404,73968,374.5,760.8,55.9,1751.8,5673.6,5.8,60.4,14.7,43.9
Oligoclase,Feldspar,2665.4,21539,1222,45030,88621,1697.9,2749.8,873.2,2838.7,6172.9,95.8,73.9,6.6,16.7
Oligoclase,Feldspar,1779.7,16563,1225.4,35596,71142,1060,1417.6,598.3,1855.8,5085.1,93.8,104.3,30.9,69.3
Oligoclase,Feldspar,0.1,7691.8,229,21486,43866,502.2,471.5,122.7,990.4,3490.2,24.9,39,9.4,40.3
Oligoclase,Feldspar,0.1,11414,107.9,35731,72187,558.9,679,200.1,2008.9,6021.2,78.9,134.2,25.4,43.9
Oligoclase,Feldspar,472.4,15279,550.7,40301,80232,1092.6,1500.8,403.3,2406.5,6086.5,63.5,88,26.6,41.8
Oligoclase,Feldspar,801.4,15896,561.4,40747,81605,877.2,1299.9,450.6,2231.1,6091.5,75.3,86.8,16.6,25
Oligoclase,Feldspar,866.5,17072,638,43815,87084,775.8,1242.7,511,2265.7,6456.1,49.7,75.7,9.6,43.7
Oligoclase,Feldspar,1420.3,17370,399.6,42460,84713,565.1,1068.7,353.7,1862.6,5895.5,0,17,5.1,27.8
Oligoclase,Feldspar,0.1,8888.7,0.7,31990,65237,38.7,170.9,56.4,1438.4,5746.8,26.6,49.3,16.6,40.9
Oligoclase,Feldspar,1383.1,15415,522.8,36305,73061,728.3,967,237,1186.3,5132.9,0.7,20.7,20.8,38.5
Oligoclase,Feldspar,252.4,12001,438.8,32322,64666,408.4,592.6,220.9,1430.7,5003.6,22.5,38.5,29.6,41
Oligoclase,Feldspar,20.3,10711,162.2,32319,66357,411.1,419,99.4,1406.9,5100.3,36.9,68.6,10.6,16.3
Oligoclase,Feldspar,203.4,8705.3,126.2,22786,45998,263.4,649.2,87.6,991.6,3224.5,1.5,19.3,22.2,24.2
Oligoclase,Feldspar,1167.9,10700,695,24219,48070,969.7,1295.4,288,1318.3,3383.8,15.1,46.8,22.9,34.5
Oligoclase,Feldspar,254.5,14074,0.1,38116,79191,403.9,985.9,31,1503.2,5391.6,0,14.6,7.5,61.3
Oligoclase,Feldspar,1066.9,16332,142.9,39826,80631,544.8,1071.5,83.6,1501,5367.2,0,15.4,10.5,50.3
Oligoclase,Feldspar,357.3,14775,406.7,40779,81652,664.3,946.8,379.5,2048.7,6228.7,45.9,86.4,22.5,41.2
Oligoclase,Feldspar,923.5,13151,355.9,32973,66835,920.4,876.1,102,1426.8,4597.8,0,33,24.7,32.4
Oligoclase,Feldspar,507.2,12070,105,30266,60870,413.2,955.3,81.9,1464,4314.9,20.5,47.5,22.6,25
Oligoclase,Feldspar,1186.9,14291,863.4,33290,66029,1606.7,1634.3,429.6,2047.7,4849.6,90,92.5,20.6,33.2
Oligoclase,Feldspar,258.8,13352,34.8,38351,76700,725.8,1124.3,94.3,2294.4,5554.4,0.2,44.5,22.9,33.3
Oligoclase,Feldspar,1266.6,15402,376.5,35103,70709,760.5,1056.7,79.5,1343.4,4723.5,0,22.9,8.8,45.7
Oligoclase,Feldspar,1549.8,18536,850.3,43776,86690,1163.6,1935.8,574.7,2525,6183.2,49.2,55,8.1,28.7
Oligoclase,Feldspar,0.1,7956,0.1,30763,62318,140.8,251.5,101.7,1616.2,5816.8,168.5,138.4,24,34.6
Oligoclase,Feldspar,1563.6,19217,963.3,44447,87569,1284.4,2052.9,699.5,2603,6238.5,67.5,110.8,11.7,39.9
Oligoclase,Feldspar,0.1,7304.7,0.1,30977,61967,247,342.1,129.3,1706.9,6197.8,211.5,157.9,31.9,32.6
Oligoclase,Feldspar,2045.9,19812,1035.4,43275,85686,1716.7,2524.6,663.3,2700.7,6056.3,26.9,88.4,18.5,25
Oligoclase,Feldspar,2059,19644,1125.7,43909,86986,1397.5,2254.7,720.6,2612.2,6102.8,79.1,90.2,15.5,27
Oligoclase,Feldspar,738.3,16130,582.8,41048,82099,824.1,1239.7,476.7,2059,6104.1,53.9,94.9,9.5,53.1
Oligoclase,Feldspar,242.5,13798,84.9,33624,67906,492.6,932.4,47.9,1229,4727.3,0,48.5,19.9,36.6
Pigeonite,Pyroxene,327.9,0.1,32085,7202.9,56334,4,426.6,8.9,141,563.1,67.8,0.4,43.1,7088.4
Pigeonite,Pyroxene,491.1,0.1,35130,7502.5,59641,41.1,289,11.8,83.4,665.9,63.8,0.1,51.6,7178.7
Pigeonite,Pyroxene,764.4,0.1,37780,7753.6,61113,96.7,321.6,9.6,82.6,566.4,69.6,0,17.8,6814.7
Pigeonite,Pyroxene,1092.2,8.5,36027,5058.4,58927,109.2,437.7,0,38.3,649.4,125.7,0,14.1,6708.1
Pigeonite,Pyroxene,2888.4,1119.8,43708,8445.6,66661,849.4,1432.8,593,779.6,907,194.4,28.8,74.3,6956
Pigeonite,Pyroxene,0.1,0.1,9291.5,2377.1,21956,0,64.8,90.4,472.8,1028.1,678.5,367.6,286.8,7076.1
Pigeonite,Pyroxene,672.2,43.8,35736,7252.7,60845,17.1,661,6.9,107.2,1245.8,87.5,4.3,40.3,6778.2
Pigeonite,Pyroxene,1000.6,43.8,37513,7542.8,61197,114.8,642.9,8.1,98.6,897.2,86.1,0,35.2,6658.6
Pigeonite,Pyroxene,179.7,0.1,24881,5692.4,46196,0,124.2,6.1,53.6,647,70.3,8.5,60.3,6941.6
Pigeonite,Pyroxene,3438.8,1699,40550,9290.8,63400,701.7,2016,344.1,336.6,2592.2,102.7,0,19,5891.6
Pigeonite,Pyroxene,430,0.1,29008,6344.6,51106,14.5,154.2,14.6,42.9,849.2,156.2,5.4,52.5,6752
Pigeonite,Pyroxene,340.5,24,31969,6030.6,56610,20.4,420.8,18.3,113.3,884.6,80.4,4.8,54.5,7199.8
Pigeonite,Pyroxene,439.5,0.1,34367,7985.3,60273,66.7,226.7,9.5,75.4,2648.2,159.6,0,36.5,6588.2
Pigeonite,Pyroxene,2147.1,1391.6,28485,6938.3,46656,708.6,1916.6,363,588.4,584.1,106.6,4,37.2,5336.1
Pigeonite,Pyroxene,598.6,0.1,35898,7539.6,59582,40.2,319.9,7.8,89.5,479.1,70.1,1.5,48.4,7110.3
Pigeonite,Pyroxene,0.1,0.1,23230,5592.3,44325,0,85.5,25.2,132.1,1007.5,247.1,49.5,87.7,6946.6
Pigeonite,Pyroxene,0.1,0.1,24050,5814.6,46728,0,146.2,39.2,136.7,757.1,77.9,2.7,57.5,7030.2
Pigeonite,Pyroxene,269.2,0.1,34568,6583.3,58871,76.6,178.4,29.7,73.6,514.7,54.1,6.8,50.4,7024.6
Pigeonite,Pyroxene,165.9,0.1,32424,6921.6,57061,12.7,138.5,18.4,94.6,581,82.9,6.2,55.2,7148.4
Pigeonite,Pyroxene,0.1,191.7,17967,4250.9,34554,213,809.9,64.2,248,402.9,49.1,2.5,27.2,5473.8
Pigeonite,Pyroxene,1475,1347.6,30345,8140.2,51908,589.6,2058.3,283.3,702.3,1617.8,217.4,4.9,10,5407.3
Pigeonite,Pyroxene,472.7,0.1,34703,7277,60438,36.5,205.4,11.6,110.4,751.2,487.4,37.4,96,7658.8
Pigeonite,Pyroxene,0.1,1.3,20991,4935.6,41140,0,402.5,12.6,111.2,636.8,64.9,15.8,54.4,7032
Pigeonite,Pyroxene,0.1,0.1,31355,6671.3,55597,0.1,312.8,23.5,107.4,775.7,144.6,8.7,44.9,7142.8
Pigeonite,Pyroxene,0.1,0.1,24932,4310.7,46242,0,91.4,18.2,95.3,683.6,263.4,44.6,99.8,7186.9
Pigeonite,Pyroxene,2458.5,1419.2,39096,7933.6,59234,846.9,1511.7,552.3,709.2,710.5,158.5,10.4,49.4,6199.2
Pigeonite,Pyroxene,90.2,0.1,33185,7253.9,57721,8,163.8,16,100.1,559.3,79.3,1.2,38.3,7213.3
Pigeonite,Pyroxene,1474.7,74.9,38872,7585.7,63542,110.7,780.3,12.2,102.6,1682.2,79.8,2.5,17,6700.5
Pigeonite,Pyroxene,1084.1,276.6,35055,8530.1,59239,70.3,673.9,0.5,59.2,1837.4,87.1,0,10.8,6365.3
Pigeonite,Pyroxene,241.1,1.7,25405,5527.1,46551,0.1,307.7,13.7,93.5,744.9,96,1.4,52.6,7286
Pigeonite,Pyroxene,964.6,568.6,21526,5465.4,35566,425,947,192.6,279.6,421.4,53.3,0.7,24.5,4374.2
Pigeonite,Pyroxene,0.1,27.5,16139,3903.4,33016,0,348.4,28.4,303.1,991.2,347.9,123.8,165.6,7064.4
Pigeonite,Pyroxene,0.1,32.1,10377,2269.7,21843,0,129.1,19.7,156.7,546.1,43.6,29.6,163.9,7097
Pigeonite,Pyroxene,624,0.1,35460,7049.2,59089,117.3,158.9,19.2,68.8,519.8,66,1.1,66.5,7137.9
Palygorskite,Clay,721.1,1161.8,16264,16557,64603,1183,2670.6,559.6,989.8,693.9,39.1,5.3,7.7,40.1
Palygorskite,Clay,463.1,624.6,16767,17758,87960,961.4,2714.2,657.5,1240.5,701.2,42.3,0.6,5.1,53.1
Palygorskite,Clay,273.4,883.4,13183,13338,52162,1015.8,1656.6,479,722.9,229.3,39.6,11.7,1.4,46.7
Palygorskite,Clay,0.1,85.9,16959,17636,73691,689.3,1675.9,483,856.4,814.7,32.8,2.9,1.7,52.9
Palygorskite,Clay,0.1,240.7,9259.6,11694,46448,653.7,1139.2,482.3,519.4,229,22.7,2.6,4.5,51.2
Palygorskite,Clay,184.5,555.9,11464,12080,47557,912.4,1541.4,488.5,572.1,542.3,30.5,5.5,1.8,30.3
Palygorskite,Clay,0.1,0.1,8376.5,10073,48932,516.8,1038.2,81,93.9,162.1,4.6,34.8,19.5,69
Palygorskite,Clay,0.1,4.7,12081,13734,55986,543.7,988.3,368.1,541.8,813,34.3,15.5,4.6,32.1
Palygorskite,Clay,0.1,7.4,7933.2,8517.2,35484,578.3,630.8,122.6,53.5,34.2,4.5,21.7,42.5,71.1
Palygorskite,Clay,0.1,125.7,12945,14688,66281,779.6,1076.4,432.3,692.1,339.1,45.1,22.7,8.3,45.3
Palygorskite,Clay,143.7,709.1,9662.9,10570,42642,872.2,1047.5,401.3,431.1,548.8,34.3,11.3,4.9,24.2
Palygorskite,Clay,476.4,1583.6,10655,11747,44807,2105.6,1712.8,535.2,825.4,413.3,166.7,31.4,27.6,91.2
Palygorskite,Clay,0.1,12.6,7493.8,8436.1,34150,608.8,734.2,87.9,33.5,129.9,10.6,31.8,23,63.8
Palygorskite,Clay,0.1,20.9,5319.3,5939.5,23977,883.8,688.9,106.8,61.1,5.4,4.7,21.2,20.2,47.1
Palygorskite,Clay,0.1,0.1,5738.3,7023.8,32315,704.1,227.9,0,10.1,0.9,14.9,8.3,4.5,40.3
Palygorskite,Clay,0.1,0.1,9018.3,10887,49511,96.2,197.1,0,40.3,174.5,48.5,8.2,16.7,74.8
Palygorskite,Clay,0.1,107.1,5330.3,6063.3,24471,636.5,618.5,167.3,55.4,30.3,10.5,27.1,19.7,63.6
Palygorskite,Clay,0.1,0.3,3873.6,4501.4,18231,517.1,637.4,148.1,47.1,59.2,5.1,22.9,36.9,46.4
Palygorskite,Clay,1145.2,1979.8,14333,13920,53377,1908.5,2115.8,618.1,1034.5,347.7,165.4,45.2,32.1,37
Palygorskite,Clay,631.2,1129.6,21146,21065,85716,1104.7,3238.1,710.1,1425.9,654.4,62.9,17,13.2,37.8
Palygorskite,Clay,165.7,1107.2,10377,11185,43913,1440.3,1538.5,527.5,725.9,317.7,138.8,34,23.7,71.6
Palygorskite,Clay,0.1,0.1,7129.8,8780.7,39252,94.9,112.1,0,7.5,109,26.4,5.1,8.5,45.5
Palygorskite,Clay,0.1,0.1,9454.6,11124,47757,314.3,766.8,234.4,339.1,555.1,48.5,1.7,5.1,33.3
Palygorskite,Clay,0.1,0.1,18028,19257,81802,230.4,1571.6,19.8,606.6,129.8,45.2,10.5,5,34.6
Palygorskite,Clay,0.1,0.1,4246,6491.9,77771,115,927.9,121.9,653.7,545.7,31.7,13.3,0.1,42.6
Palygorskite,Clay,0.1,0.1,6218.2,7867.5,36713,33.1,72.6,4,44.1,53.8,27,14.5,1.7,36
Palygorskite,Clay,224.9,1056.1,11224,11709,45378,1007.4,1125.1,537.3,655.5,334.3,181.9,48.4,36.4,63.2
Palygorskite,Clay,0.1,101.5,13726,17579,70151,626.9,1810.6,538.4,972.4,420.9,44.8,8.8,26.5,205.3
Palygorskite,Clay,0.1,0.1,8753.6,11274,53332,0,482.9,113.6,426.2,315.8,112.4,57.8,39.5,68.7
Palygorskite,Clay,524.5,817.4,20863,20638,84879,984,3110.2,655.1,1354.3,599.5,41.1,6.5,8.2,34.2
Palygorskite,Clay,0.1,102.4,17271,19616,83013,482,3108.6,462.8,1301.6,706.7,43.7,13.1,12.4,101
Palygorskite,Clay,0.1,27.5,12922,14382,62036,564.9,1282.1,469.3,590.9,499.5,60.9,11.4,4.2,74.2
Palygorskite,Clay,0.1,371.6,8048.7,8642.2,35304,794.6,1505,413.1,657.4,901.3,43.4,13.9,18.1,21.1
Palygorskite,Clay,0.1,0.1,13484,15258,63219,508.7,855.7,419.7,625.6,187.1,67,22.8,22.5,28
Palygorskite,Clay,0.1,0.1,8451,10541,48132,0.1,154.8,0,48.2,74.3,27.4,6,9.4,44
Spinel,Spinel,0.1,0.1,8141.5,21197,20.6,4.1,55.9,67,199.4,72.4,104.8,151.7,99.4,3525.2
Spinel,Spinel,0.1,0.1,31071,75719,1479.1,123.7,62.9,0,601.4,0,9,31.4,14.4,3148.5
Spinel,Spinel,0.1,0.1,33890,82058,514.9,454.3,19.3,22.8,85.8,0,18.1,12,11.3,3256.1
Spinel,Spinel,0.1,0.1,31084,75261,62,220.3,23.1,0,147.4,0,24.9,45.4,17.9,3839.7
Spinel,Spinel,0.1,0.1,37191,90660,147.5,235.2,21.1,60.7,79.4,0,18.4,27.3,3.8,3386.7
Spinel,Spinel,0.1,0.1,35510,85853,102.6,110.1,14.6,5.1,124.7,0.1,5.2,23.2,16.7,3547.3
Spinel,Spinel,0.1,0.1,34510,83416,144.1,39.2,33.9,10,100.4,0,16.8,20.9,9.5,3382.3
Spinel,Spinel,0.1,0.1,28780,70463,41.5,111.9,32.1,11,233.9,0.1,26.7,47.5,17.8,3759.5
Spinel,Spinel,0.1,0.1,33872,82041,70.1,24.2,42.4,1.2,124.8,0,27.9,38.5,7.9,3483.9
Spinel,Spinel,0.1,32.6,35733,88141,551.9,1420,10.5,185.4,30.1,0,13.9,11.5,4.2,3109.2
Spinel,Spinel,0.1,3.2,28682,69968,129.5,687.7,14.4,110.3,168.7,3.1,49.6,65.7,15.6,3768.6
Spinel,Spinel,0.1,0.1,30530,75009,32.9,303.7,21.5,131.7,180.9,1.6,22.5,42.6,14.9,3468.7
Spinel,Spinel,0.1,0.1,24019,66361,2584.3,233.8,36.7,124.4,248.7,30.1,76.8,55,27.6,3428.8
Spinel,Spinel,0.1,0.1,8434.1,22285,0.1,0,0,2.6,159,218.2,449.7,439.6,243,3817.4
Spinel,Spinel,0.1,0.1,24306,61312,721.4,170.6,27.4,91.7,249.7,59.8,64.6,55.9,31.8,3546.6
Spinel,Spinel,0.1,0.1,9075,23852,88.6,4,74.3,95.1,226.6,72.1,57.2,49.8,18.8,3269.7
Spinel,Spinel,0.1,0.1,31077,75958,64.7,144,35.7,0.7,206.9,1.6,52.4,58.4,8.9,3900.7
Spinel,Spinel,0.1,0.1,19550,48538,331.9,323.4,1.6,79.4,101,17.5,67,61.3,21.5,2977.4
Spinel,Spinel,0.1,382.4,41244,98775,727.1,2993,10.7,508,41.6,0,24.5,18.4,2.4,3219.4
Spinel,Spinel,0.1,0.1,24184,58696,129.5,329.2,30.2,20,164,2.3,52.1,68.4,35.2,3755.7
Spinel,Spinel,0.1,0.1,22098,58586,861,88.1,31.1,68,243.2,44.8,53.1,61.8,41.6,3652.3
Spinel,Spinel,0.1,0.1,30626,74581,23.5,6.3,51.5,13.2,134.3,6.6,26.9,55.1,29.6,3612.5
Spinel,Spinel,0.1,161.4,36493,88612,1003.6,1943.5,7.3,209.4,13.5,0,14.1,15.6,6.1,2996.9
Spinel,Spinel,0.1,0.1,37951,92300,108.2,670.4,7,69.8,91.6,0,11.8,14.3,0.5,3565.2
Spinel,Spinel,0.1,0.1,37768,90779,80.1,385.7,24.5,92.3,91.2,0,23.7,9.9,0.5,3445.8
Spinel,Spinel,0.1,0.1,39172,93363,138.7,916.5,16.9,165.4,49.5,0,11.4,11.2,6.7,3474.8
Spinel,Spinel,0.1,0.1,36405,87816,181,367.6,25.3,51.9,90.2,16.2,47,41.9,7.1,3452.7
Spinel,Spinel,0.1,0.1,35220,86815,1131.2,747.9,17.9,75.5,144.3,0,61.8,12.1,5.6,3054.9
Spinel,Spinel,0.1,0.1,34472,82632,128.5,64.7,30,0.1,125.5,0,47.3,46.5,24.3,3789.8
Spinel,Spinel,0.1,459.8,41038,99407,1791.2,3366.9,11.6,503.8,39.3,0,3.4,2.5,0,3034.7
Spinel,Spinel,0.1,0.1,35175,86480,306.4,433.4,24.7,37.9,101.3,0,35,23.6,6.4,3350.2
Spinel,Spinel,0.1,0.1,33662,80929,173,371.7,17.2,44.9,57.8,0,20.7,28.8,7.4,3201.4
Spinel,Spinel,0.1,144.7,39566,95073,1098.1,2089.2,7.7,324.5,41.3,0,11.9,8,11.2,3149.5
Spinel,Spinel,0.1,0.1,35158,85020,105.4,52,24.7,1.9,129.7,0.1,15.5,33.7,6.4,3536.5
Spinel,Spinel,0.1,0.1,6512.9,16611,135.6,17.2,179.2,297.8,776.3,553.6,809.8,639.4,337.4,3587.3
Spinel,Spinel,0.1,0.1,34704,84139,118.2,275.9,12,29.4,96.2,0,11.9,18.3,16.7,3482.7
Spinel,Spinel,0.1,0.1,23477,57344,122,115.6,29.9,79.7,261.8,23.3,40.7,64.2,27.3,3566.2
Titanite,Titanite,1418.8,636.9,536.1,6573.8,44234,274.9,537.3,9.6,14.3,30714,20448,606.4,184.8,623.3
Titanite,Titanite,1337.4,79.9,311.3,7035,43098,294.4,460.1,3.9,2.7,30459,19309,67.9,1.7,513.7
Titanite,Titanite,1768.5,825.1,746.4,7433.8,44380,427.5,679,6.4,48.3,30005,19609,729.4,228.2,727.4
Titanite,Titanite,1282.2,110.7,205.4,6230.3,39768,243.1,421.3,5.9,0.7,29089,18565,66,0,488.5
Titanite,Titanite,1151.4,75.7,247.3,6164.3,38260,264.2,323.3,2.6,2.2,28091,18008,68.4,1.6,514.5
Titanite,Titanite,391.9,0,0,4659.8,32818,76.1,77,0,0,26639,16992,65.5,6.9,485
Titanite,Titanite,414,0,0,5139,36692,143.6,79.1,0,0,28991,18418,70.1,8.4,527.8
Titanite,Titanite,40.2,0,10.6,2814.4,22506,18.3,40.2,0.1,102.4,24913,15285,71.6,27.8,521.2
Titanite,Titanite,268,0,12.4,4227.8,31755,47.4,71.9,0,4.7,26843,17064,84.1,6,481
Titanite,Titanite,244.4,0,0,3041,25729,7.4,62.3,0,28.4,26893,16871,76.6,25.2,511.2
Titanite,Titanite,23.6,0,0,3365.1,28895,21.3,44.3,0,29.5,28692,18167,70.9,11.3,535.7
Titanite,Titanite,1326.6,229.2,223.7,5863.5,37069,405.6,444.1,2,2.8,27746,17719,72.9,0,499.1
Titanite,Titanite,1237.9,0.1,264,6144.6,38714,322.9,425.9,18.6,28.1,28948,18100,65.4,0.1,494.4
Titanite,Titanite,1472.9,14.2,149.4,6094.3,39262,311,326.4,6.5,20.7,29518,18759,69.6,7.6,512.7
Titanite,Titanite,1278.4,70.3,227.4,6821,42522,249.9,365.5,9.3,4.1,30207,19279,68.8,4.2,518.6
Titanite,Titanite,188.1,0,0,3316.6,27788,33.4,54.9,1.4,48.7,27880,17586,60.8,33.9,539
Titanite,Titanite,364.7,0,0,4368.8,34101,72.6,80,0,2.6,29376,18771,57.2,4.1,508.6
Titanite,Titanite,1402.9,5.1,66.4,4578.2,33613,234.5,342.5,15.2,11.9,26729,17394,55.7,0.1,459.7
Titanite,Titanite,0.1,0,0,0,4489.5,0,0,0,0.1,20156,11744,42.9,24.9,407.4
Titanite,Titanite,1986.7,1693.6,1221.5,7073.6,40552,1385.9,1347.3,225.8,418,27084,17967,930.9,206,746.8
Titanite,Titanite,1473.8,23.8,404,6459,40529,372.3,431.3,4.5,8.7,28088,18188,70.8,0.7,484.5
Titanite,Titanite,0.1,0,0,2235.6,22760,12.1,36.5,8.7,93,25867,16286,65.3,17,494.6
Titanite,Titanite,403.8,0,0,4595.1,37678,57.7,98.2,0,0,29823,19360,67.5,3.5,490.9
Titanite,Titanite,1812.1,76.5,287.5,6757.3,42612,403.6,441.6,3.8,5.2,30174,19283,84.8,0.3,523.1
Titanite,Titanite,1886.1,627.9,936.1,7735.9,45561,192.1,505.5,3.3,2.5,29629,18986,63,4.6,513.1
Titanite,Titanite,527.3,0,0,5328.6,38238,88.8,121.5,0,0,29527,18787,73.6,0.1,542.7
Titanite,Titanite,606.3,0.1,66.7,5238.7,35788,413,352.7,17.8,40.3,28307,17977,58,0.8,511
Titanite,Titanite,846.3,20.9,162.6,6319,40135,361.9,369.9,16.8,13.4,29252,18557,67.1,0.8,483.5
Titanite,Titanite,1162.4,28.1,97.5,6085.5,38942,361.2,421.4,2.5,4.9,28592,18375,71.8,0,473.4
Titanite,Titanite,68.3,0,0,3110.1,27074,8.6,60.2,0,47.5,27679,17390,71.4,6.6,551.3
Titanite,Titanite,1581.8,295.9,272.1,6900.4,43794,316.3,552.8,5.1,6.3,30202,19528,70.6,0,479.7
Titanite,Titanite,3196.1,3106.4,2154.5,7729.6,38719,1472.2,1530.1,359.1,413.2,24244,16449,900.1,210.8,680.5
Titanite,Titanite,463.7,0,0,5078.5,36420,62.7,83.1,0,1.1,29343,18631,60.9,8.1,518
Titanite,Titanite,2239.6,503.1,267.7,5957.9,37803,381.8,494.9,0,0,24157,15683,66.2,0,387.7
Titanite,Titanite,1485.3,384,631.5,6686.4,40411,404.2,492.6,4.1,0,26771,17321,69,1.7,439.9
Titanite,Titanite,1053.3,94.9,705.3,6394.2,39055,353.4,369.9,1.4,7.4,26276,16888,65.6,0.6,476.8
Titanite,Titanite,365.1,0,0,4629.6,37106,103.4,122.7,0,0,28311,18608,65,0,474
Titanite,Titanite,882.4,60.9,187.1,5596.6,35754,347.3,335.9,2.1,5.1,26392,17049,52.4,7.1,501.5
Titanite,Titanite,1101.5,23.6,132.9,4741.5,34733,258.8,213.5,0,0,22971,15343,48.3,0,382.4
Vermiculite,Clay,1678.1,1626,28810,15686,43595,2220.3,1875.5,1018.4,8271.2,1756.1,1335.7,292.9,90.6,3314.5
Vermiculite,Clay,2244.3,874.1,21303,11005,30631,836.2,344.1,6,4693.5,375.1,426.7,41.6,20.2,2387.5
Vermiculite,Clay,940.7,239.4,14176,7920.1,22271,459.6,234.4,10.3,3313.4,137.4,375.6,98.5,23.8,1830.5
Vermiculite,Clay,345.1,143.6,19499,10927,31626,707.7,556.7,175.6,5772.9,467.4,624.1,76.1,16.3,2996.4
Vermiculite,Clay,2312.9,1328.1,30269,16625,43874,1755.7,1258.5,404.1,7953.3,823.6,652.9,54.9,25.9,3287.3
Vermiculite,Clay,799.2,402.9,7143.7,5435.2,17344,483.4,331,68.4,2238.1,98.7,163.9,33.1,12.8,2130.2
Vermiculite,Clay,483.4,4.5,23156,12807,36664,554.5,291.5,28.6,5793.8,513,665.9,83.1,19.5,3089.6
Vermiculite,Clay,1306.4,593.4,11754,6513.7,16929,342.2,159.5,15.6,2191,209.4,283.7,72.6,27.1,1383.5
Vermiculite,Clay,1524.7,409.7,20470,11109,30032,848.4,287.3,0.1,3986.4,111.4,413.8,60.9,20.1,2360.9
Vermiculite,Clay,2092.6,989.5,15973,8715.8,22275,621.1,223.5,3.2,3054,27.4,284.8,59.7,30.5,1943.7
Vermiculite,Clay,182.9,116.9,18261,10148,28080,634.5,317.8,164.6,5104.4,574.4,561.1,76,41.4,2524
Vermiculite,Clay,4993.4,3316.5,31390,16496,42914,2690.7,1879.5,603.6,6671.7,785.3,515.2,52.3,23.9,2973.3
Vermiculite,Clay,241.9,0.1,19094,10506,30463,424.2,221.6,26.4,5880,670.9,617.9,72.8,0.1,2983.3
Vermiculite,Clay,3265.4,2084.8,29754,15871,42120,2221.1,1565.9,520.7,6388.3,782.8,554.3,40.4,11.6,2811
